"","Phase","recat"
"15637","S","G1S"
"15638","G2M","M"
"15639","S","G1"
"15640","G1","G1"
"15641","S","G1S"
"15642","G1","G1"
"15643","G1","G1"
"15644","S","G1"
"15645","G2M","G1S"
"15646","S","G1S"
"15647","G2M","M"
"15648","G2M","G2"
"15649","G2M","M"
"15650","G1","G1"
"15651","S","G1"
"15652","G2M","G2M"
"15653","G1","G1"
"15654","S","G1"
"15655","G2M","M"
"15656","G1","G1"
"15657","G1","G1"
"15658","G1","G1"
"15659","S","G1"
"15660","S","G1S"
"15661","G1","G1"
"15662","G2M","M"
"15663","G2M","G2M"
"15664","G1","M"
"15665","G1","G1"
"15666","S","G1"
"15667","S","G1S"
"15668","G2M","M"
"15669","G1","G1"
"15670","G1","G1"
"15671","G2M","M"
"15672","G1","G1"
"15673","G2M","G1"
"15674","S","G1"
"15675","G1","G1"
"15676","G1","G1"
"15677","S","G1"
"15678","G1","G1"
"15679","S","G1S"
"15680","G1","G1"
"15681","S","G1"
"15682","S","G1"
"15683","G1","G1"
"15684","G2M","G1S"
"15685","G1","G1"
"15686","G1","G1"
"15687","S","G1S"
"15688","G2M","M"
"15689","G1","G1"
"15690","G1","G1"
"15691","G1","G1"
"15692","G2M","G1S"
"15693","S","G1S"
"15694","G1","G1"
"15695","G1","G1"
"15696","G2M","M"
"15697","G1","G1"
"15698","S","G2"
"15699","G2M","M"
"15700","G2M","G2M"
"15701","G1","G1"
"15702","G2M","G2"
"15703","S","G1"
"15704","G2M","G1S"
"15705","S","G1S"
"15706","G2M","G2M"
"15707","S","G1S"
"15708","S","G1S"
"15709","S","G1"
"15710","S","G1"
"15711","G2M","M"
"15712","G2M","M"
"15713","G1","G1"
"15714","S","G1"
"15715","G2M","M"
"15716","S","G1S"
"15717","G1","G1"
"15718","G1","G1"
"15719","G1","G1"
"15720","G1","G1"
"15721","G1","G1"
"15722","G1","G1"
"15723","G1","G1"
"15724","G2M","S"
"15725","G1","G1"
"15726","S","G1S"
"15727","G2M","G2"
"15728","G1","G1"
"15729","G2M","G2M"
"15730","G2M","G1"
"15731","G1","G1"
"15732","G1","G1"
"15733","G1","G1"
"15734","G1","G1"
"15735","G1","G1"
"15736","G1","G1"
"15737","S","G1"
"15738","S","G1S"
"15739","G1","G1"
"15740","G1","G1"
"15741","S","G1"
"15742","G1","G1"
"15743","S","S"
"15744","S","G1S"
"15745","G2M","M"
"15746","G1","G1"
"15747","G1","G1"
"15748","S","G1"
"15749","S","G1S"
"15750","G1","G1"
"15751","G2M","M"
"15752","G1","G1"
"15753","S","G1"
"15754","G1","G1"
"15755","S","G1"
"15756","S","G1S"
"15757","G1","G1"
"15758","G1","G1"
"15759","G1","G1"
"15760","G1","G1"
"15761","G1","G1"
"15762","S","G1"
"15763","G1","G1"
"15764","S","G1S"
"15765","G1","G1"
"15766","G1","G1"
"15767","G1","G1"
"15768","S","G1S"
"15769","S","G2M"
"15770","G2M","G2M"
"15771","G1","G1"
"15772","G1","G1"
"15773","S","G1S"
"15774","G2M","G1S"
"15775","G2M","M"
"15776","G1","G1"
"15777","G1","G1"
"15778","G1","G1"
"15779","G1","G1"
"15780","G2M","M"
"15781","G1","G1"
"15782","G2M","M"
"15783","G1","G1"
"15784","S","G1S"
"15785","G1","G1"
"15786","S","G1S"
"15787","G1","G1"
"15788","G2M","G2"
"15789","G1","G1"
"15790","G1","G1"
"15791","G2M","G2M"
"15792","G2M","M"
"15793","G1","G1"
"15794","G1","G1"
"15795","S","G1"
"15796","G2M","M"
"15797","S","G1"
"15798","S","G1"
"15799","G1","G1"
"15800","S","G2M"
"15801","G2M","G2M"
"15802","G2M","M"
"15803","G1","G1"
"15804","G1","G1"
"15805","S","G1S"
"15806","G1","G1"
"15807","G1","G1"
"15808","G2M","M"
"15809","G2M","G1"
"15810","G2M","G1S"
"15811","G2M","S"
"15812","G1","G1"
"15813","G1","G1"
"15814","G1","G1"
"15815","S","G1S"
"15816","S","G1S"
"15817","S","G1"
"15818","G1","G1"
"15819","G2M","G2"
"15820","G2M","G2M"
"15821","G1","G1"
"15822","S","G1S"
"15823","G2M","M"
"15824","G1","G1"
"15825","G2M","G2"
"15826","S","G1S"
"15827","G1","G1"
"15828","G1","G1"
"15829","S","G1"
"15830","G2M","G2M"
"15831","S","G1"
"15832","G1","G1"
"15833","G2M","M"
"15834","G2M","M"
"15835","G1","G1"
"15836","G2M","M"
"15837","G1","G1"
"15838","S","G1S"
"15839","G1","G1"
"15840","S","G1S"
"15841","G1","G1"
"15842","G1","G1"
"15843","G1","G1"
"15844","G1","G1"
"15845","G2M","M"
"15846","G1","G1"
"15847","G2M","M"
"15848","G1","G1"
"15849","G1","G1"
"15850","G1","G1"
"15851","G2M","G1S"
"15852","S","G1"
"15853","G1","G1"
"15854","G1","G1S"
"15855","G2M","G2"
"15856","S","G1"
"15857","S","G1"
"15858","G1","G1S"
"15859","S","G1"
"15860","G2M","M"
"15861","S","G1S"
"15862","G1","M"
"15863","G1","G1"
"15864","S","G1S"
"15865","G1","G1"
"15866","G2M","M"
"15867","G1","G1"
"15868","G1","G1"
"15869","G1","G1"
"15870","G1","G1"
"15871","G1","G1"
"15872","G1","G1S"
"15873","S","G1S"
"15874","S","G1"
"15875","G1","G1"
"15876","G2M","M"
"15877","G1","G1"
"15878","G1","G1"
"15879","S","G1S"
"15880","G1","G1S"
"15881","G1","G1"
"15882","S","G1S"
"15883","G2M","M"
"15884","G2M","M"
"15885","G1","G1"
"15886","S","G1S"
"15887","G1","G1"
"15888","G1","G1"
"15889","G2M","G1S"
"15890","G1","G1"
"15891","G1","G1"
"15892","S","G1"
"15893","G2M","G2M"
"15894","S","S"
"15895","G1","G1"
"15896","G1","G1"
"15897","G2M","M"
"15898","G2M","M"
"15899","G2M","G2M"
"15900","G1","G1"
"15901","G2M","G2M"
"15902","G2M","G2M"
"15903","S","G1"
"15904","G2M","M"
"15905","G1","G1"
"15906","G1","G1"
"15907","G1","G1"
"15908","G2M","G2M"
"15909","S","G1"
"15910","G2M","G2"
"15911","G1","G1"
"15912","G2M","M"
"15913","G2M","M"
"15914","G1","G1"
"15915","G2M","G1"
"15916","S","G1"
"15917","S","G1S"
"15918","G1","G1"
"15919","G1","G1"
"15920","G2M","S"
"15921","G1","G1"
"15922","G2M","M"
"15923","G1","G1"
"15924","G1","G1"
"15925","S","G1S"
"15926","G2M","M"
"15927","G2M","M"
"15928","G1","G1"
"15929","G1","G1"
"15930","G1","G1"
"15931","G1","G1"
"15932","G1","G1"
"15933","G1","G1"
"15934","G1","G1"
"15935","S","G1S"
"15936","G2M","G2M"
"15937","G1","G1"
"15938","S","G1"
"15939","G1","G1"
"15940","S","G1S"
"15941","G1","G1"
"15942","G1","G1"
"15943","G1","G1"
"15944","S","G1"
"15945","S","G1"
"15946","G2M","G2M"
"15947","G1","G1"
"15948","S","G1"
"15949","S","G1S"
"15950","G1","G1"
"15951","G2M","M"
"15952","S","G1"
"15953","G1","G1"
"15954","S","G1S"
"15955","G2M","M"
"15956","S","G1S"
"15957","G1","G1"
"15958","G1","G1"
"15959","S","G1S"
"15960","G2M","G1"
"15961","S","G1"
"15962","G1","G1"
"15963","S","G1S"
"15964","S","G1S"
"15965","G1","G1"
"15966","G1","G1"
"15967","G1","G1"
"15968","G1","G1"
"15969","G2M","M"
"15970","G2M","G2M"
"15971","G1","G1"
"15972","S","G1"
"15973","G2M","M"
"15974","G1","G1"
"15975","S","G1"
"15976","S","S"
"15977","S","G1S"
"15978","S","G1S"
"15979","S","G2"
"15980","G1","G1"
"15981","G1","G1"
"15982","G2M","M"
"15983","G1","G1"
"15984","G1","G1"
"15985","S","S"
"15986","G1","G1"
"15987","G2M","M"
"15988","G1","G1"
"15989","G1","G1"
"15990","S","G1"
"15991","S","G1"
"15992","G1","G1"
"15993","G1","G1"
"15994","S","G1"
"15995","G1","G1"
"15996","G1","G1"
"15997","G2M","G2M"
"15998","G1","G1"
"15999","S","S"
"16000","S","G1"
"16001","G1","G1"
"16002","S","G1"
"16003","S","G1"
"16004","S","G1"
"16005","G1","G1"
"16006","G1","G1"
"16007","S","G1S"
"16008","G1","G1"
"16009","G1","G1"
"16010","G1","G1"
"16011","G2M","M"
"16012","S","G1"
"16013","S","G1S"
"16014","G1","G1"
"16015","G2M","M"
"16016","S","G1S"
"16017","S","G1"
"16018","G2M","M"
"16019","S","G1S"
"16020","G1","G1"
"16021","S","G1"
"16022","G1","G1"
"16023","G1","G1"
"16024","G1","G1"
"16025","G1","G1"
"16026","S","G1"
"16027","G2M","G2"
"16028","G1","G1"
"16029","G2M","G1S"
"16030","S","G1"
"16031","G1","G1"
"16032","G1","G1"
"16033","S","G1S"
"16034","S","G1S"
"16035","G1","G1"
"16036","G1","G1"
"16037","G1","G1"
"16038","G2M","M"
"16039","S","G1S"
"16040","G1","G1"
"16041","G1","G1"
"16042","S","G1"
"16043","S","G2"
"16044","S","G1"
"16045","G1","G1"
"16046","G1","G1"
"16047","G1","G1"
"16048","S","G1S"
"16049","G1","G1"
"16050","S","G1S"
"16051","S","G1S"
"16052","G1","G1"
"16053","G1","G1"
"16054","S","G1"
"16055","S","G1S"
"16056","G1","G1"
"16057","G1","G1"
"16058","G1","G1"
"16059","G1","G1"
"16060","G2M","G2M"
"16061","G1","G1"
"16062","S","G1"
"16063","G1","G1"
"16064","G1","G1"
"16065","G2M","M"
"16066","G1","G1"
"16067","G1","G1"
"16068","G1","G1"
"16069","G1","G1"
"16070","G2M","M"
"16071","G2M","M"
"16072","G1","G1"
"16073","G2M","M"
"16074","S","G1S"
"16075","G1","G1"
"16076","G2M","M"
"16077","G1","G1"
"16078","G1","G1"
"16079","G2M","M"
"16080","G1","G1S"
"16081","G1","G1"
"16082","S","G1"
"16083","G1","G1"
"16084","G2M","G1"
"16085","G2M","M"
"16086","S","G1"
"16087","G1","G1"
"16088","G2M","M"
"16089","G1","G1"
"16090","G1","G1"
"16091","S","G1S"
"16092","S","G1"
"16093","G2M","M"
"16094","G1","G1"
"16095","G2M","G2M"
"16096","G2M","M"
"16097","S","G1S"
"16098","G1","G1"
"16099","G2M","M"
"16100","G1","G1"
"16101","G1","G1"
"16102","G1","G1"
"16103","S","M"
"16104","G1","G1"
"16105","G1","G1"
"16106","S","G1S"
"16107","G2M","M"
"16108","S","G1S"
"16109","S","G1S"
"16110","S","G1"
"16111","G1","G1"
"16112","G1","G1S"
"16113","S","G1"
"16114","S","G1"
"16115","G1","G1"
"16116","S","G1S"
"16117","S","G1S"
"16118","G1","G1"
"16119","S","G1S"
"16120","G1","G1"
"16121","G2M","M"
"16122","S","G1"
"16123","G1","G1"
"16124","G1","G1"
"16125","G2M","M"
"16126","G1","G1"
"16127","G1","G1"
"16128","S","G1"
"16129","G1","G1"
"16130","G2M","M"
"16131","G1","G1"
"16132","S","G1S"
"16133","G1","G1"
"16134","G1","G1"
"16135","G1","G1"
"16136","S","G1S"
"16137","S","G1S"
"16138","G1","G1"
"16139","S","G1"
"16140","G1","G1"
"16141","G1","G1"
"16142","G1","M"
"16143","S","G1"
"16144","G1","G1"
"16145","S","S"
"16146","G2M","M"
"16147","G1","G1"
"16148","G2M","M"
"16149","G1","G1"
"16150","G2M","M"
"16151","G2M","G2M"
"16152","G1","G1"
"16153","G1","G1S"
"16154","G1","G1"
"16155","G1","G1"
"16156","G1","G1"
"16157","G2M","M"
"16158","S","S"
"16159","G1","G1"
"16160","S","G1"
"16161","G1","G1"
"16162","G2M","M"
"16163","G1","G1"
"16164","G1","G1"
"16165","S","G1"
"16166","G2M","G2"
"16167","G1","G1"
"16168","G2M","S"
"16169","S","G1"
"16170","G1","G1"
"16171","G1","G1"
"16172","G2M","M"
"16173","S","G1"
"16174","S","G1"
"16175","G1","G1"
"16176","G1","G1"
"16177","G1","G1"
"16178","G1","G1"
"16179","G2M","M"
"16180","G1","G1"
"16181","G2M","G1"
"16182","G1","G1"
"16183","S","G1S"
"16184","S","G1S"
"16185","G1","G1"
"16186","S","G1"
"16187","G2M","M"
"16188","S","G1S"
"16189","S","G1"
"16190","G1","G1"
"16191","G1","G1"
"16192","G1","G1"
"16193","G1","G1"
"16194","G1","G1"
"16195","S","G1"
"16196","G2M","M"
"16197","G1","G1"
"16198","S","G1S"
"16199","G1","G1"
"16200","G1","G1"
"16201","G2M","M"
"16202","G1","G1"
"16203","G1","G1"
"16204","S","G1S"
"16205","G1","G1"
"16206","G2M","M"
"16207","S","G1"
"16208","G1","G1"
"16209","S","G1"
"16210","G1","G1"
"16211","S","G1S"
"16212","S","G1"
"16213","G1","G1"
"16214","G2M","M"
"16215","S","G1"
"16216","S","G1"
"16217","G1","G1"
"16218","S","G1S"
"16219","S","G1"
"16220","G1","G1S"
"16221","G1","G1"
"16222","G1","G1"
"16223","G1","G1"
"16224","G1","G1"
"16225","G1","G1"
"16226","G1","G1"
"16227","G1","G1"
"16228","G2M","M"
"16229","S","G1S"
"16230","G1","G1"
"16231","S","G1"
"16232","G1","G1"
"16233","G1","G1"
"16234","G1","G1"
"16235","G1","G1"
"16236","S","G1S"
"16237","G1","G1"
"16238","S","G1"
"16239","G1","G1"
"16240","S","G1"
"16241","G1","G1"
"16242","S","G1"
"16243","S","G1S"
"16244","G1","G1"
"16245","G2M","M"
"16246","G1","G1"
"16247","S","G1S"
"16248","G2M","M"
"16249","G1","G1"
"16250","G1","G1"
"16251","S","G1"
"16252","G1","G1"
"16253","G1","M"
"16254","S","G2"
"16255","G2M","G2"
"16256","S","G1S"
"16257","S","G1"
"16258","G1","G1"
"16259","S","G1"
"16260","S","G1"
"16261","G1","G1"
"16262","G1","G1"
"16263","G1","G1"
"16264","G2M","M"
"16265","G1","G1"
"16266","G1","G1"
"16267","S","G1S"
"16268","S","G1S"
"16269","G1","G1"
"16270","G1","G1"
"16271","G1","G1"
"16272","G1","G1"
"16273","G2M","M"
"16274","S","G1"
"16275","G1","M"
"16276","S","G1S"
"16277","G1","G1"
"16278","G1","G1"
"16279","G1","G1"
"16280","G1","G1"
"16281","G1","G1"
"16282","G1","G1"
"16283","G1","G1"
"16284","G1","G1"
"16285","S","G1S"
"16286","G1","G1"
"16287","S","G1"
"16288","S","G1"
"16289","G1","G1"
"16290","G1","G1"
"16291","G1","G1"
"16292","G2M","M"
"16293","G1","G1"
"16294","G1","G1"
"16295","G1","G1"
"16296","G1","G1"
"16297","G1","G1"
"16298","G2M","G1"
"16299","S","G1S"
"16300","S","G1"
"16301","G1","G1"
"16302","G1","G1"
"16303","S","G1"
"16304","S","G1S"
"16305","G2M","M"
"16306","S","G1"
"16307","G1","G1"
"16308","G1","G1"
"16309","G1","G1"
"16310","S","G1"
"16311","G2M","G2"
"16312","G1","G1"
"16313","G1","G1"
"16314","S","G1S"
"16315","G2M","M"
"16316","S","G1S"
"16317","G2M","M"
"16318","G1","G1"
"16319","G1","G1"
"16320","S","G1S"
"16321","G2M","M"
"16322","S","G1"
"16323","G1","G1"
"16324","G1","G1"
"16325","G1","G1"
"16326","G1","G1"
"16327","S","G1S"
"16328","G1","G1"
"16329","G1","G1"
"16330","S","G1"
"16331","G2M","M"
"16332","S","G1S"
"16333","G1","G1"
"16334","G1","G1"
"16335","G2M","M"
"16336","S","G1S"
"16337","S","G1S"
"16338","G2M","G2"
"16339","G1","G1"
"16340","S","G1"
"16341","S","G1S"
"16342","S","G1"
"16343","G2M","M"
"16344","S","G1S"
"16345","G1","G1"
"16346","G2M","M"
"16347","G1","G1"
"16348","G1","G1"
"16349","G1","G1"
"16350","G1","G1"
"16351","G1","G1"
"16352","G1","G1"
"16353","G2M","G2M"
"16354","S","G1"
"16355","G2M","M"
"16356","G1","G1"
"16357","S","G1S"
"16358","G1","G1"
"16359","S","G1"
"16360","G2M","M"
"16361","S","G1"
"16362","S","G1"
"16363","S","G1"
"16364","S","G2"
"16365","G1","G1"
"16366","S","G1"
"16367","G1","G1"
"16368","G1","G1"
"16369","G1","G1"
"16370","G1","G1"
"16371","G2M","M"
"16372","G1","G1"
"16373","S","G1S"
"16374","G1","G1"
"16375","G1","G1"
"16376","G1","G1"
"16377","S","S"
"16378","G1","G1"
"16379","S","G1S"
"16380","S","G1"
"16381","S","G1S"
"16382","G2M","M"
"16383","G2M","M"
"16384","G2M","G2M"
"16385","G1","G1"
"16386","G1","G1"
"16387","G2M","M"
"16388","S","G1"
"16389","S","G1"
"16390","G1","G1"
"16391","S","G1S"
"16392","G1","G1"
"16393","G2M","G2M"
"16394","G2M","M"
"16395","G1","G1"
"16396","S","G1"
"16397","S","G1"
"16398","G2M","G2"
"16399","S","G1S"
"16400","G1","G1"
"16401","S","G1"
"16402","G2M","G1"
"16403","G1","G1"
"16404","G1","G1"
"16405","G1","G1"
"16406","S","G1"
"16407","S","G1"
"16408","G1","G1"
"16409","G1","G1"
"16410","S","G1S"
"16411","G2M","M"
"16412","G1","G1"
"16413","S","G1"
"16414","S","G1"
"16415","G1","G1"
"16416","G1","G1"
"16417","G1","G1"
"16418","G1","G1"
"16419","S","G1S"
"16420","G2M","M"
"16421","S","G1"
"16422","S","G1"
"16423","S","G1"
"16424","G1","G1"
"16425","S","G1"
"16426","G1","G1S"
"16427","G1","G1"
"16428","S","G1S"
"16429","G2M","M"
"16430","G1","G1"
"16431","G1","G1"
"16432","G1","G1"
"16433","G2M","G1"
"16434","G1","G1"
"16435","S","G1"
"16436","G1","G1"
"16437","G1","G1"
"16438","S","G1S"
"16439","S","G1"
"16440","G1","G1"
"16441","G2M","M"
"16442","G2M","M"
"16443","G1","G1"
"16444","G1","G1"
"16445","G1","G1"
"16446","G1","G1"
"16447","G1","G1"
"16448","G1","G1"
"16449","S","G2"
"16450","G2M","M"
"16451","S","G1S"
"16452","G1","G1S"
"16453","S","G1S"
"16454","G1","G1"
"16455","S","G1S"
"16456","G1","G1"
"16457","G1","G1"
"16458","G1","G1"
"16459","S","G1S"
"16460","G1","G1"
"16461","G1","G1"
"16462","G1","G1"
"16463","G1","G1"
"16464","G1","G1"
"16465","G1","G1"
"16466","S","G1S"
"16467","S","G1"
"16468","S","G1S"
"16469","S","G1S"
"16470","G2M","G2"
"16471","S","G1"
"16472","G2M","M"
"16473","G1","G1"
"16474","G1","G1"
"16475","G2M","S"
"16476","G2M","G2M"
"16477","G1","G1"
"16478","G1","G1"
"16479","G1","G1"
"16480","G2M","M"
"16481","G1","G1"
"16482","G1","G1"
"16483","G1","G1"
"16484","S","G1"
"16485","G2M","G2"
"16486","G1","G1"
"16487","S","G1"
"16488","S","G1S"
"16489","G2M","M"
"16490","G1","G1"
"16491","S","G1"
"16492","S","G2"
"16493","G1","G1"
"16494","S","G1"
"16495","G1","G1"
"16496","S","G1S"
"16497","G2M","G2M"
"16498","G2M","M"
"16499","G1","G1"
"16500","S","G1S"
"16501","S","G1"
"16502","G2M","M"
"16503","G1","G1"
"16504","G2M","M"
"16505","G1","G1"
"16506","G1","G1"
"16507","G1","G1"
"16508","G1","G1"
"16509","S","G1S"
"16510","S","G1"
"16511","G2M","G2"
"16512","G2M","S"
"16513","G2M","M"
"16514","G1","G1"
"16515","G1","G1"
"16516","G1","G1"
"16517","G2M","M"
"16518","G1","G1"
"16519","S","G1S"
"16520","G1","G1"
"16521","G2M","G2M"
"16522","G2M","M"
"16523","S","G1S"
"16524","G1","G1"
"16525","G1","G1"
"16526","S","G1"
"16527","S","G1"
"16528","S","G1S"
"16529","G1","G1"
"16530","S","G1"
"16531","S","G1"
"16532","S","G1S"
"16533","G2M","G2M"
"16534","S","G1"
"16535","S","G1S"
"16536","G2M","M"
"16537","S","G1S"
"16538","G1","G1"
"16539","G1","G1"
"16540","G1","G1"
"16541","S","G1"
"16542","G1","G1"
"16543","G1","G1"
"16544","G1","G1"
"16545","G1","G1"
"16546","G1","G1"
"16547","G1","G1"
"16548","S","G1S"
"16549","G1","G1"
"16550","S","G1"
"16551","G1","G1"
"16552","G1","G1"
"16553","G2M","G1S"
"16554","G1","G1"
"16555","G2M","G1"
"16556","G1","G1S"
"16557","S","G1"
"16558","G1","G1"
"16559","S","G1S"
"16560","S","G1S"
"16561","G2M","M"
"16562","G2M","G2"
"16563","S","G1"
"16564","G1","G1"
"16565","G1","G1"
"16566","S","G1S"
"16567","G1","G1"
"16568","G1","G1"
"16569","G1","G1"
"16570","S","G1"
"16571","G1","G1"
"16572","G1","G1"
"16573","G1","G1"
"16574","G1","G1"
"16575","G1","G1"
"16576","G2M","M"
"16577","S","G1"
"16578","S","G1S"
"16579","G1","G1"
"16580","S","G1S"
"16581","G1","G1"
"16582","G1","G1"
"16583","S","G1"
"16584","S","G2M"
"16585","S","G1"
"16586","G1","G1"
"16587","G1","G1"
"16588","G2M","M"
"16589","G1","G1"
"16590","G1","G1"
"16591","G1","G1"
"16592","G1","G1"
"16593","G1","G1"
"16594","G1","G1"
"16595","G1","G1"
"16596","G1","G1"
"16597","S","G1"
"16598","G1","G1"
"16599","G2M","G1S"
"16600","G2M","G2"
"16601","G2M","M"
"16602","G2M","M"
"16603","S","G1S"
"16604","G1","G1S"
"16605","G1","G1"
"16606","G1","G1"
"16607","G2M","G1"
"16608","S","G1S"
"16609","G2M","M"
"16610","G1","G1"
"16611","G1","G1"
"16612","G1","G1"
"16613","G1","G1"
"16614","G1","G1"
"16615","S","G1S"
"16616","G1","G1"
"16617","G1","G1"
"16618","S","G1"
"16619","S","G1"
"16620","G1","G1"
"16621","G2M","M"
"16622","S","G1"
"16623","G2M","M"
"16624","S","G1"
"16625","G2M","M"
"16626","G1","G1"
"16627","G2M","M"
"16628","G1","G1"
"16629","G2M","G1S"
"16630","S","G1S"
"16631","G1","G1"
"16632","G1","G1"
"16633","G1","G1"
"16634","G1","G1"
"16635","G1","G1"
"16636","G2M","M"
"16637","G2M","M"
"16638","G1","G1"
"16639","G2M","G1"
"16640","G1","G1"
"16641","G1","G1"
"16642","S","G1"
"16643","G1","G1"
"16644","S","G1S"
"16645","G1","G1"
"16646","G2M","G1"
"16647","S","G1S"
"16648","G1","G1"
"16649","S","G1S"
"16650","G1","G1"
"16651","G1","G1"
"16652","G1","G1"
"16653","G2M","M"
"16654","G2M","M"
"16655","G1","G1"
"16656","S","G1S"
"16657","G1","G1"
"16658","G2M","G1S"
"16659","G1","G1"
"16660","G1","G1"
"16661","G1","G1"
"16662","S","G1"
"16663","S","G1"
"16664","G1","G1"
"16665","S","G1"
"16666","S","G1S"
"16667","G1","G1"
"16668","G2M","G2"
"16669","G2M","M"
"16670","G1","G1"
"16671","S","G1"
"16672","G2M","M"
"16673","G1","G1S"
"16674","S","G1"
"16675","G2M","M"
"16676","G1","G1"
"16677","G2M","M"
"16678","G1","G1"
"16679","S","G1S"
"16680","G1","G1"
"16681","G1","G1"
"16682","S","G1S"
"16683","G1","G1"
"16684","G1","G1"
"16685","G1","G1"
"16686","G2M","M"
"16687","S","G1"
"16688","G2M","G2M"
"16689","S","G1"
"16690","G2M","M"
"16691","G1","G1"
"16692","G2M","M"
"16693","G1","G1"
"16694","G1","G1"
"16695","G1","G1"
"16696","G1","G1"
"16697","G1","G1"
"16698","G1","G1"
"16699","S","G1"
"16700","S","G1S"
"16701","S","G1"
"16702","G1","G1"
"16703","S","G1"
"16704","S","G1"
"16705","G1","G1"
"16706","S","G1"
"16707","G2M","M"
"16708","G1","G1"
"16709","G2M","M"
"16710","S","G1S"
"16711","G1","G1"
"16712","G1","G1"
"16713","G2M","M"
"16714","S","G1"
"16715","G2M","M"
"16716","G2M","M"
"16717","G2M","G1S"
"16718","S","S"
"16719","G2M","M"
"16720","S","G1S"
"16721","G2M","M"
"16722","G1","G1S"
"16723","G1","G1"
"16724","G2M","M"
"16725","G1","G1S"
"16726","S","G1"
"16727","G1","G1"
"16728","G1","G1"
"16729","S","G1S"
"16730","G1","G1"
"16731","G2M","G2M"
"16732","G1","G1"
"16733","S","G1S"
"16734","G1","G1"
"16735","G2M","G2"
"16736","G1","G1"
"16737","G2M","M"
"16738","G1","G1"
"16739","S","G1S"
"16740","G1","G1"
"16741","G1","G1"
"16742","G2M","G2M"
"16743","G1","G1"
"16744","G1","G1"
"16745","G2M","M"
"16746","G1","G1"
"16747","S","G1"
"16748","G1","G1"
"16749","G1","G1"
"16750","G1","G1"
"16751","G2M","G2M"
"16752","G1","G1"
"16753","G2M","M"
"16754","G1","G1"
"16755","S","G1"
"16756","G1","G1"
"16757","G1","G1"
"16758","G2M","G1"
"16759","S","G1"
"16760","G1","G1"
"16761","G1","G1"
"16762","S","S"
"16763","G1","G1"
"16764","G1","G1"
"16765","G2M","M"
"16766","G1","G1"
"16767","G1","G1"
"16768","S","G1S"
"16769","G2M","G2M"
"16770","G1","G1"
"16771","G2M","M"
"16772","G2M","M"
"16773","G1","G1"
"16774","G1","G1"
"16775","G1","G1"
"16776","G1","G1"
"16777","G2M","G1S"
"16778","G1","G1"
"16779","G2M","M"
"16780","S","G1"
"16781","G1","G1"
"16782","G1","G1"
"16783","G2M","M"
"16784","G1","G1"
"16785","G2M","M"
"16786","G1","G1"
"16787","G1","G1"
"16788","G1","G1"
"16789","G1","G1"
"16790","G1","G1"
"16791","G2M","G2M"
"16792","G1","G1"
"16793","G1","G1"
"16794","S","G1S"
"16795","G2M","M"
"16796","G1","G1"
"16797","G2M","M"
"16798","G1","G1"
"16799","S","G1"
"16800","G1","G1"
"16801","G1","G1"
"16802","G1","G1"
"16803","G2M","G2M"
"16804","G1","G1"
"16805","S","G1"
"16806","G1","G1"
"16807","G1","G1"
"16808","G1","G1"
"16809","G1","G1"
"16810","G1","M"
"16811","G1","G1"
"16812","G2M","G2"
"16813","G2M","G2M"
"16814","G1","G1"
"16815","G1","G1"
"16816","G2M","M"
"16817","S","G1"
"16818","G1","G1"
"16819","S","G1S"
"16820","S","G1"
"16821","G1","G1"
"16822","S","G1"
"16823","G1","M"
"16824","G2M","G2M"
"16825","G1","G1"
"16826","G1","G1"
"16827","S","G1"
"16828","G1","G1"
"16829","S","G1"
"16830","S","G1"
"16831","S","G1"
"16832","S","G1"
"16833","S","G1"
"16834","S","G2M"
"16835","S","G1S"
"16836","G1","G1"
"16837","S","G1"
"16838","G1","G1"
"16839","G2M","M"
"16840","G2M","G1"
"16841","G2M","G1S"
"16842","G2M","G2M"
"16843","G2M","M"
"16844","G1","G1"
"16845","G2M","G2M"
"16846","G1","G1"
"16847","G1","G2M"
"16848","S","G1S"
"16849","G1","G1"
"16850","S","G1S"
"16851","S","G1S"
"16852","G2M","M"
"16853","G2M","M"
"16854","S","G1S"
"16855","G1","G1"
"16856","G2M","M"
"16857","G1","G1"
"16858","G2M","M"
"16859","S","G1S"
"16860","G1","G1"
"16861","G1","G1"
"16862","G2M","M"
"16863","G1","G1"
"16864","S","G1"
"16865","G1","G1S"
"16866","G1","G1"
"16867","G1","G1"
