"","Phase","recat"
"14363","G1","G1"
"14364","G2M","M"
"14365","S","S"
"14366","G1","G1"
"14367","G1","G1"
"14368","G1","G1"
"14369","G2M","M"
"14370","G1","G1"
"14371","S","G1S"
"14372","S","G1"
"14373","S","G1"
"14374","G2M","M"
"14375","G2M","M"
"14376","G1","G1"
"14377","G1","G1"
"14378","S","G1S"
"14379","G1","G1"
"14380","G1","G1"
"14381","G1","G1"
"14382","G1","G1"
"14383","G1","G1"
"14384","G2M","M"
"14385","G1","G1"
"14386","S","G1"
"14387","G2M","M"
"14388","G1","G1S"
"14389","G1","G1"
"14390","S","G1"
"14391","G1","G1"
"14392","G1","G1S"
"14393","G2M","M"
"14394","G1","G1"
"14395","S","G1S"
"14396","G1","G1"
"14397","G1","G1"
"14398","G2M","M"
"14399","S","G1"
"14400","S","G1"
"14401","S","G1S"
"14402","S","G1"
"14403","S","G1"
"14404","G1","G1"
"14405","G1","G1"
"14406","G2M","G2M"
"14407","S","G1S"
"14408","G1","G1"
"14409","S","G1"
"14410","S","G1"
"14411","G1","G1"
"14412","G1","G1"
"14413","S","G1S"
"14414","S","G1"
"14415","S","G1"
"14416","G1","G1"
"14417","G1","G1"
"14418","G2M","M"
"14419","S","G1S"
"14420","G1","G1"
"14421","G1","G1"
"14422","S","G1"
"14423","G2M","G2M"
"14424","G1","G1"
"14425","S","S"
"14426","S","G1S"
"14427","G1","G1"
"14428","G1","G1"
"14429","S","G1"
"14430","G1","G1S"
"14431","S","G1S"
"14432","S","G1"
"14433","G1","G1"
"14434","G1","G1"
"14435","G1","G1"
"14436","G2M","G2M"
"14437","S","G1S"
"14438","G1","G1"
"14439","S","G1"
"14440","S","G1"
"14441","S","G1"
"14442","G2M","G2M"
"14443","S","G1"
"14444","G1","G1"
"14445","G2M","M"
"14446","G1","G1"
"14447","G1","G1"
"14448","G1","G1"
"14449","G1","G1"
"14450","S","G1"
"14451","G1","G1"
"14452","G2M","M"
"14453","G1","G1"
"14454","G1","G1"
"14455","G2M","M"
"14456","G1","G1"
"14457","G2M","G1S"
"14458","S","G1"
"14459","G1","G1"
"14460","G1","G1"
"14461","G2M","G2M"
"14462","G1","G1"
"14463","S","G1"
"14464","S","G1"
"14465","S","G1S"
"14466","G2M","G2"
"14467","S","G1S"
"14468","G1","G1"
"14469","G1","G1"
"14470","S","G1"
"14471","G1","G1"
"14472","G2M","M"
"14473","G2M","M"
"14474","G1","M"
"14475","G1","G1"
"14476","G1","G1"
"14477","G1","G1"
"14478","S","G1"
"14479","G1","G1"
"14480","G1","G1"
"14481","S","G1"
"14482","G2M","G2"
"14483","G2M","G2M"
"14484","G2M","G1S"
"14485","G1","G1"
"14486","S","G1"
"14487","S","G1S"
"14488","G2M","M"
"14489","S","G1"
"14490","G2M","G2M"
"14491","S","G1S"
"14492","S","G1"
"14493","S","G1"
"14494","S","G1S"
"14495","S","G1"
"14496","G2M","G2"
"14497","G1","G1"
"14498","G1","G1"
"14499","S","G1"
"14500","S","G1"
"14501","G1","G1"
"14502","G1","G1"
"14503","S","G1S"
"14504","G2M","G2M"
"14505","G1","G1"
"14506","G1","G1"
"14507","S","G1"
"14508","G1","G1S"
"14509","S","G1S"
"14510","G1","G1"
"14511","G1","G1"
"14512","G1","G1"
"14513","G1","G1"
"14514","G1","G1"
"14515","G1","G1"
"14516","G2M","G1"
"14517","G1","G1"
"14518","G2M","M"
"14519","G1","G1"
"14520","G1","G1"
"14521","G1","G1"
"14522","G2M","M"
"14523","G2M","G2M"
"14524","G2M","G2M"
"14525","G2M","G2M"
"14526","S","G1"
"14527","G2M","G2M"
"14528","S","G1S"
"14529","S","G1S"
"14530","G1","G1"
"14531","G2M","G2"
"14532","G1","G1"
"14533","G2M","G2M"
"14534","G1","G1"
"14535","S","G1S"
"14536","G1","G1"
"14537","G2M","M"
"14538","S","G1"
"14539","G2M","G1S"
"14540","G2M","M"
"14541","G2M","G2M"
"14542","G1","G1"
"14543","G2M","M"
"14544","G1","G1"
"14545","G1","G1"
"14546","G2M","M"
"14547","G1","G1"
"14548","G1","G1"
"14549","G1","G1"
"14550","G2M","G2"
"14551","G1","G1"
"14552","G1","G1"
"14553","G1","G1"
"14554","S","G1S"
"14555","G1","G1"
"14556","S","G1"
"14557","S","S"
"14558","S","G1"
"14559","G1","G1"
"14560","G1","G1"
"14561","G1","G1"
"14562","G1","G1"
"14563","G2M","M"
"14564","G1","G1"
"14565","G2M","M"
"14566","G1","G1"
"14567","G2M","M"
"14568","G1","G1"
"14569","G1","G1"
"14570","G1","G1"
"14571","S","G1"
"14572","S","G1"
"14573","S","G1"
"14574","G2M","G1"
"14575","G1","G1"
"14576","G1","G1"
"14577","G1","G1"
"14578","G2M","G2M"
"14579","G1","G1S"
"14580","G2M","S"
"14581","G1","G1"
"14582","S","G1S"
"14583","S","G1"
"14584","G2M","M"
"14585","G1","G1S"
"14586","G1","G1"
"14587","S","S"
"14588","G1","G1"
"14589","G2M","G1S"
"14590","G1","G1"
"14591","G1","G1"
"14592","G2M","M"
"14593","S","S"
"14594","G1","G1"
"14595","S","G1S"
"14596","G2M","M"
"14597","S","G1S"
"14598","G1","G1"
"14599","S","G1S"
"14600","G1","G1"
"14601","S","G1"
"14602","S","G1"
"14603","S","G1S"
"14604","G1","G1"
"14605","S","G1S"
"14606","G1","G1"
"14607","G2M","G2"
"14608","S","G1S"
"14609","G1","G1"
"14610","S","G1"
"14611","S","G1S"
"14612","G1","G1"
"14613","S","G1S"
"14614","S","G1"
"14615","G2M","G1S"
"14616","G1","G1"
"14617","G1","G1"
"14618","S","G1S"
"14619","G2M","M"
"14620","S","G1S"
"14621","G2M","G2"
"14622","G2M","G1"
"14623","G1","G1"
"14624","G1","G1"
"14625","S","G1S"
"14626","S","G1"
"14627","S","G1S"
"14628","S","G1"
"14629","G1","G1"
"14630","G2M","G2M"
"14631","G1","G1"
"14632","G2M","M"
"14633","G1","G1"
"14634","G1","G1"
"14635","G2M","G2"
"14636","S","G1S"
"14637","S","G1"
"14638","G2M","M"
"14639","G1","G1"
"14640","G1","G1"
"14641","G1","G1"
"14642","G2M","G2"
"14643","G2M","G1"
"14644","G1","G1"
"14645","G2M","M"
"14646","S","G1S"
"14647","G2M","G2M"
"14648","G1","G1"
"14649","G1","G1"
"14650","G1","G1"
"14651","G2M","G2M"
"14652","G1","G1"
"14653","G1","G1"
"14654","G2M","S"
"14655","S","G1"
"14656","S","G1"
"14657","G1","G1"
"14658","S","G1"
"14659","G2M","G2"
"14660","G1","G1"
"14661","G2M","M"
"14662","G2M","M"
"14663","G1","G1"
"14664","G1","G1"
"14665","S","G1S"
"14666","G1","G1"
"14667","G1","G1"
"14668","G1","G1"
"14669","G1","G1"
"14670","S","G1S"
"14671","S","G1"
"14672","G2M","M"
"14673","G2M","G2M"
"14674","G2M","M"
"14675","S","G1"
"14676","G1","G1"
"14677","G1","G1"
"14678","G1","G1"
"14679","G2M","M"
"14680","S","G1"
"14681","S","G1S"
"14682","S","G1S"
"14683","G1","G1"
"14684","G2M","G1S"
"14685","G1","G1"
"14686","G1","G1"
"14687","G2M","M"
"14688","G2M","M"
"14689","G2M","M"
"14690","G1","M"
"14691","G2M","M"
"14692","G1","G1"
"14693","G2M","G1"
"14694","S","G1S"
"14695","G1","G1"
"14696","S","G1"
"14697","G2M","M"
"14698","G1","G1"
"14699","G1","G1"
"14700","G1","G1"
"14701","G1","G1"
"14702","G1","G1"
"14703","G1","G1"
"14704","S","G1"
"14705","G1","G1"
"14706","S","G1"
"14707","S","G1"
"14708","S","G1"
"14709","G1","G1"
"14710","G1","G1"
"14711","S","G1"
"14712","G1","G1"
"14713","G1","G1"
"14714","G1","G1"
"14715","G2M","G2"
"14716","G1","G1"
"14717","G1","G1"
"14718","G1","G1"
"14719","G2M","M"
"14720","S","G1S"
"14721","G2M","M"
"14722","G1","G1"
"14723","G2M","M"
"14724","S","G1"
"14725","S","G1"
"14726","G1","G1"
"14727","G1","G1"
"14728","S","G1"
"14729","G2M","M"
"14730","G2M","M"
"14731","G1","G1"
"14732","G2M","M"
"14733","S","G1S"
"14734","G2M","M"
"14735","G2M","M"
"14736","G1","G1"
"14737","G2M","M"
"14738","G1","G1"
"14739","G2M","M"
"14740","G2M","G2"
"14741","G1","G1"
"14742","G1","G1"
"14743","S","G1"
"14744","G1","G1"
"14745","G1","G1"
"14746","G1","G1"
"14747","G1","G1"
"14748","S","G2"
"14749","S","G1"
"14750","G1","G1"
"14751","G2M","M"
"14752","G2M","M"
"14753","G1","G1"
"14754","G1","G1"
"14755","G1","G1"
"14756","G1","G1"
"14757","G1","G1"
"14758","G1","G1"
"14759","G1","G1"
"14760","S","G1S"
"14761","G2M","M"
"14762","G1","G1"
"14763","S","G1S"
"14764","G1","G1"
"14765","G2M","M"
"14766","G1","G1"
"14767","G2M","G2M"
"14768","S","G1S"
"14769","S","G1"
"14770","G2M","G1S"
"14771","G1","G1S"
"14772","G1","G1"
"14773","G1","G1"
"14774","G1","M"
"14775","G1","G1"
"14776","S","G1"
"14777","S","G1S"
"14778","S","G1S"
"14779","G2M","M"
"14780","G1","G1"
"14781","G2M","M"
"14782","G2M","M"
"14783","G2M","G2M"
"14784","S","G1"
"14785","S","G1S"
"14786","G2M","G2M"
"14787","G2M","M"
"14788","S","G1S"
"14789","S","G1S"
"14790","G1","G1"
"14791","S","G1"
"14792","S","G1"
"14793","S","G1"
"14794","S","G1"
"14795","G1","G1"
"14796","G1","G1"
"14797","S","G1S"
"14798","S","G1"
"14799","G2M","M"
"14800","S","G2M"
"14801","G1","G1"
"14802","G1","G1"
"14803","G1","G1"
"14804","S","G1S"
"14805","G1","G1"
"14806","S","G1"
"14807","G2M","M"
"14808","G1","G1"
"14809","G1","G1"
"14810","G1","G1"
"14811","G1","G1"
"14812","S","G1S"
"14813","G1","G1"
"14814","G2M","M"
"14815","G1","G1"
"14816","S","G1"
"14817","S","G1S"
"14818","G1","G1"
"14819","G2M","G1S"
"14820","G1","G1"
"14821","S","G1"
"14822","G1","G1"
"14823","G1","G1"
"14824","S","G1S"
"14825","G1","G1"
"14826","G2M","M"
"14827","G1","G1"
"14828","S","G1"
"14829","G2M","G2M"
"14830","S","G1"
"14831","G1","G1"
"14832","G2M","M"
"14833","G1","G1"
"14834","S","G1S"
"14835","G1","G1"
"14836","G2M","M"
"14837","S","G1S"
"14838","G1","G1"
"14839","G1","G1"
"14840","G1","G1"
"14841","G2M","M"
"14842","S","G1"
"14843","G1","G1"
"14844","G1","G1"
"14845","G1","G1"
"14846","G1","G1"
"14847","S","G1S"
"14848","S","G1"
"14849","S","G1"
"14850","S","G1S"
"14851","S","G1S"
"14852","G1","G1"
"14853","G2M","M"
"14854","G1","G1"
"14855","S","G1S"
"14856","G2M","G1"
"14857","G1","G1"
"14858","G1","G1"
"14859","S","G1S"
"14860","G1","G1"
"14861","G1","G1"
"14862","G1","G1"
"14863","G1","G1"
"14864","G1","G1"
"14865","G1","G1"
"14866","G1","G1"
"14867","G1","G1"
"14868","G2M","M"
"14869","G1","G1"
"14870","G2M","M"
"14871","S","G1S"
"14872","G1","G1"
"14873","G2M","G2M"
"14874","G2M","G1"
"14875","G2M","M"
"14876","G2M","G2M"
"14877","S","G1"
"14878","S","G1S"
"14879","G1","G1"
"14880","G1","G1"
"14881","G1","G1"
"14882","S","G1"
"14883","G1","G1"
"14884","G1","G1"
"14885","G2M","M"
"14886","G1","G1"
"14887","G2M","G2"
"14888","G2M","M"
"14889","G2M","M"
"14890","G1","G1"
"14891","S","G1"
"14892","G1","G1"
"14893","G2M","S"
"14894","G1","G1"
"14895","G1","G1"
"14896","G2M","M"
"14897","G2M","G2"
"14898","S","G1"
"14899","G1","M"
"14900","S","G1S"
"14901","G2M","S"
"14902","S","G1"
"14903","G2M","M"
"14904","S","G1"
"14905","G2M","M"
"14906","G1","G1"
"14907","G1","G1"
"14908","G1","G1"
"14909","G1","G1"
"14910","G2M","M"
"14911","G2M","M"
"14912","G1","G1"
"14913","S","G1"
"14914","G1","G1"
"14915","G2M","M"
"14916","G1","G1"
"14917","G1","G1"
"14918","G1","G1"
"14919","G1","G1"
"14920","G2M","G2"
"14921","G2M","M"
"14922","G1","G1"
"14923","G2M","M"
"14924","G1","G1"
"14925","G1","G1S"
"14926","S","G1"
"14927","G1","G1"
"14928","S","G1"
"14929","G2M","M"
"14930","G1","G1"
"14931","G2M","G2M"
"14932","G1","G1"
"14933","S","G1"
"14934","G2M","M"
"14935","G1","G1"
"14936","S","G1"
"14937","G1","G1"
"14938","S","G1S"
"14939","G1","G1"
"14940","G1","G1"
"14941","S","G1"
"14942","G1","G1"
"14943","G2M","M"
"14944","G2M","M"
"14945","G2M","M"
"14946","S","G1"
"14947","G1","G1"
"14948","G1","G1"
"14949","G1","G1"
"14950","S","G1S"
"14951","G1","G1"
"14952","S","G1S"
"14953","S","G1"
"14954","S","G1S"
"14955","S","G1S"
"14956","S","M"
"14957","S","G1S"
"14958","G2M","M"
"14959","G1","G1"
"14960","G2M","M"
"14961","G2M","M"
"14962","G2M","M"
"14963","S","G1"
"14964","G1","G1"
"14965","S","G1S"
"14966","G1","G1"
"14967","G1","G1"
"14968","G1","G1"
"14969","G1","G1"
"14970","G1","G1"
"14971","S","G1S"
"14972","G1","G1"
"14973","G1","G1"
"14974","G2M","G2"
"14975","G2M","M"
"14976","G1","G1"
"14977","G1","G1"
"14978","G1","G1"
"14979","G1","G1"
"14980","G1","G1"
"14981","G1","G1"
"14982","G1","G1"
"14983","G1","G1S"
"14984","S","G1S"
"14985","G1","G1"
"14986","G1","G1"
"14987","S","G1S"
"14988","G1","G1"
"14989","S","G1"
"14990","S","G1S"
"14991","S","G1S"
"14992","G1","G1"
"14993","G1","G1"
"14994","G2M","G2M"
"14995","G1","G1"
"14996","G2M","M"
"14997","G2M","M"
"14998","G1","G1"
"14999","G1","G1"
"15000","S","G1S"
"15001","S","G1S"
"15002","G1","G1"
"15003","G2M","M"
"15004","S","G1S"
"15005","S","G1S"
"15006","S","G1"
"15007","G1","G1"
"15008","G1","G1"
"15009","G2M","M"
"15010","G2M","G1S"
"15011","G1","G1"
"15012","G2M","M"
"15013","G1","G1"
"15014","G2M","M"
"15015","S","G1S"
"15016","S","G1S"
"15017","G2M","M"
"15018","G1","G1"
"15019","G1","G1"
"15020","S","G1"
"15021","S","G1S"
"15022","G1","G1"
"15023","G1","G1"
"15024","G2M","G1"
"15025","S","G1S"
"15026","G1","G1"
"15027","G1","G1"
"15028","S","G1"
"15029","G1","G2M"
"15030","G1","G1"
"15031","G2M","M"
"15032","G1","G1"
"15033","G1","G1"
"15034","G2M","M"
"15035","G2M","M"
"15036","S","G1"
"15037","S","G1"
"15038","G1","G1"
"15039","G1","G1"
"15040","G1","G1"
"15041","G2M","M"
"15042","G1","G1"
"15043","G1","G1"
"15044","G2M","M"
"15045","S","G1"
"15046","G1","G1"
"15047","G1","G1"
"15048","S","G1S"
"15049","G2M","M"
"15050","G1","G1"
"15051","G2M","G2M"
"15052","G2M","G2M"
"15053","G1","G1"
"15054","G2M","M"
"15055","G1","G1"
"15056","S","G1S"
"15057","S","G1"
"15058","G2M","M"
"15059","G1","G1"
"15060","G1","G1"
"15061","G1","G1S"
"15062","G1","G1"
"15063","G1","G1"
"15064","G1","G1"
"15065","G1","G1"
"15066","G2M","M"
"15067","S","G1"
"15068","S","G1S"
"15069","G1","G1S"
"15070","S","G1"
"15071","S","S"
"15072","G1","G1"
"15073","G2M","G1S"
"15074","G2M","G1"
"15075","G2M","M"
"15076","G1","M"
"15077","S","G1S"
"15078","G1","G1"
"15079","G1","G1S"
"15080","G1","G1"
"15081","G2M","M"
"15082","G1","G1"
"15083","G1","G1"
"15084","G1","G1"
"15085","G1","G1S"
"15086","G1","G1"
"15087","S","G1S"
"15088","G1","G1"
"15089","G1","G1"
"15090","G2M","M"
"15091","S","G1S"
"15092","G2M","G2"
"15093","G2M","M"
"15094","G2M","M"
"15095","G1","G1"
"15096","G2M","G1S"
"15097","G1","G1"
"15098","G1","G1"
"15099","S","G1"
"15100","G1","G1"
"15101","G1","G1"
"15102","G1","G1"
"15103","G2M","M"
"15104","G1","G1"
"15105","G1","G1"
"15106","S","G1"
"15107","G2M","M"
"15108","G1","G1"
"15109","G1","G1"
"15110","S","G1S"
"15111","G2M","M"
"15112","G2M","M"
"15113","G1","G1"
"15114","G2M","M"
"15115","G1","G1"
"15116","G2M","M"
"15117","S","G1"
"15118","G2M","M"
"15119","S","G1"
"15120","G1","G1"
"15121","G2M","M"
"15122","G1","G1"
"15123","S","G1"
"15124","S","G1"
"15125","G2M","M"
"15126","S","G1S"
"15127","S","G1"
"15128","G1","G1"
"15129","G2M","M"
"15130","S","G1"
"15131","S","G1"
"15132","G1","G1"
"15133","G1","G1"
"15134","G1","G1"
"15135","G1","G1"
"15136","S","G1"
"15137","S","G1S"
"15138","G1","G1"
"15139","G2M","M"
"15140","G2M","G2M"
"15141","G1","G1"
"15142","G1","M"
"15143","G1","G1"
"15144","G1","G1"
"15145","G1","G1"
"15146","S","G1"
"15147","G1","G1"
"15148","S","G1"
"15149","S","G1"
"15150","G2M","G2M"
"15151","G2M","G2"
"15152","G2M","M"
"15153","G1","G1"
"15154","G2M","M"
"15155","G2M","M"
"15156","G1","G1"
"15157","G1","G1"
"15158","G1","G1"
"15159","G1","G1"
"15160","G1","G1"
"15161","G1","G1"
"15162","G1","G1"
"15163","G1","G1"
"15164","G1","G1"
"15165","G2M","G2"
"15166","S","G1S"
"15167","S","M"
"15168","S","G1"
"15169","G2M","G2M"
"15170","G2M","M"
"15171","S","G1S"
"15172","G1","G1"
"15173","G1","G1"
"15174","G1","G1"
"15175","G1","G1"
"15176","G1","G1"
"15177","S","G1"
"15178","G1","G1"
"15179","G1","G1"
"15180","S","G1S"
"15181","G1","G1"
"15182","G1","G1"
"15183","G1","G1"
"15184","S","G1S"
"15185","G1","G1"
"15186","S","G1"
"15187","G1","G1"
"15188","S","G1S"
"15189","G1","G1"
"15190","G1","G1"
"15191","S","G1"
"15192","G1","G1"
"15193","G1","G1"
"15194","S","G1S"
"15195","S","G1"
"15196","G1","G1"
"15197","S","G1S"
"15198","G1","G1"
"15199","G1","G1"
"15200","S","G1S"
"15201","G2M","M"
"15202","S","G1"
"15203","G1","G1"
"15204","G1","G1"
"15205","G1","G1"
"15206","S","G1"
"15207","G2M","M"
"15208","G1","G1"
"15209","S","G1"
"15210","S","G1S"
"15211","G1","G1"
"15212","S","G1S"
"15213","G2M","M"
"15214","S","G1"
"15215","G1","G1"
"15216","G1","G1"
"15217","G1","G1"
"15218","G1","G1"
"15219","S","G1S"
"15220","S","G1S"
"15221","G2M","G2M"
"15222","G2M","G2"
"15223","G1","G1"
"15224","G2M","M"
"15225","G1","G1"
"15226","G1","G1"
"15227","G1","G1"
"15228","G1","G1"
"15229","S","G1"
"15230","S","G1"
"15231","G1","G1"
"15232","G1","G1"
"15233","S","G1"
"15234","G2M","S"
"15235","G2M","G2M"
"15236","G1","G1"
"15237","G1","G1"
"15238","S","G1S"
"15239","G2M","G2"
"15240","S","G1S"
"15241","S","G1S"
"15242","G1","G1"
"15243","G1","G1"
"15244","G2M","M"
"15245","G1","G1"
"15246","G1","S"
"15247","G1","G1"
"15248","S","G1S"
"15249","G1","G1"
"15250","S","G1S"
"15251","G1","G1"
"15252","G2M","M"
"15253","G2M","M"
"15254","G1","G1"
"15255","S","G1"
"15256","G1","G1"
"15257","G1","G1"
"15258","G1","G1"
"15259","G2M","M"
"15260","G1","G1"
"15261","S","G1"
"15262","G1","G1"
"15263","G1","G1"
"15264","G1","G1"
"15265","G1","G1"
"15266","G1","G1"
"15267","G2M","M"
"15268","S","G1"
"15269","G2M","M"
"15270","G1","G1"
"15271","S","G1S"
"15272","G1","G1"
"15273","G2M","M"
"15274","G2M","G2M"
"15275","G2M","M"
"15276","G1","G1"
"15277","G2M","S"
"15278","G2M","M"
"15279","G1","G1"
"15280","G2M","M"
"15281","S","G1"
"15282","S","G1S"
"15283","G2M","M"
"15284","G1","G1"
"15285","G1","G1"
"15286","S","G1"
"15287","S","G1S"
"15288","G2M","G1"
"15289","G2M","M"
"15290","G1","G1"
"15291","G1","G1"
"15292","G1","G1"
"15293","S","G1S"
"15294","G2M","G2M"
"15295","G2M","G1S"
"15296","G1","G1"
"15297","G1","G1"
"15298","G2M","G2M"
"15299","G1","G1"
"15300","S","G1S"
"15301","G1","G1"
"15302","G2M","G2"
"15303","G1","G1"
"15304","G2M","G2M"
"15305","G2M","M"
"15306","S","G1"
"15307","G1","G1"
"15308","G2M","M"
"15309","S","G1S"
"15310","S","S"
"15311","S","G1"
"15312","G2M","M"
"15313","G1","G1"
"15314","G1","G1"
"15315","G1","G1"
"15316","S","G1"
"15317","G1","G1"
"15318","S","G1S"
"15319","G1","G1"
"15320","S","G1S"
"15321","S","G1"
"15322","G2M","M"
"15323","G2M","M"
"15324","S","G1S"
"15325","G2M","M"
"15326","G2M","M"
"15327","G1","G1"
"15328","G1","G1S"
"15329","S","G1"
"15330","S","G1"
"15331","G1","G1"
"15332","G1","G1"
"15333","G2M","G2"
"15334","G1","G1"
"15335","G2M","M"
"15336","G1","G1"
"15337","S","G1S"
"15338","G2M","G1S"
"15339","S","G1"
"15340","G1","G1S"
"15341","G1","G1"
"15342","S","G1"
"15343","G1","G1"
"15344","G2M","M"
"15345","S","G1"
"15346","G1","G1"
"15347","G1","G1"
"15348","S","G1S"
"15349","G1","G1"
"15350","S","G1S"
"15351","S","G1"
"15352","G2M","M"
"15353","G1","G1"
"15354","G1","G1"
"15355","G1","G1"
"15356","G2M","M"
"15357","S","G1S"
"15358","G1","G1"
"15359","G2M","M"
"15360","G1","G1"
"15361","G2M","G1S"
"15362","G1","G1"
"15363","G1","G1"
"15364","S","G1S"
"15365","G2M","M"
"15366","G1","G1"
"15367","S","G1S"
"15368","S","G1S"
"15369","G2M","M"
"15370","S","G1S"
"15371","S","S"
"15372","G1","G1"
"15373","G1","G1"
"15374","G1","G1"
"15375","G1","G1"
"15376","G2M","M"
"15377","S","G1S"
"15378","G1","G1"
"15379","G1","G1"
"15380","S","G1S"
"15381","G2M","M"
"15382","S","G1"
"15383","G1","G1"
"15384","S","G1"
"15385","G2M","G1"
"15386","G1","G1"
"15387","G2M","G1S"
"15388","G2M","M"
"15389","G2M","G2"
"15390","G2M","M"
"15391","G2M","M"
"15392","G1","G1"
"15393","S","G1"
"15394","G1","G1"
"15395","G2M","G2"
"15396","G2M","M"
"15397","G1","G1"
"15398","G2M","S"
"15399","S","G1"
"15400","G1","G1"
"15401","G2M","G2M"
"15402","S","G1S"
"15403","S","G1S"
"15404","G2M","M"
"15405","G1","G1"
"15406","G1","G1"
"15407","S","G1"
"15408","S","G1S"
"15409","G1","G1"
"15410","G2M","M"
"15411","S","G1"
"15412","S","G1"
"15413","G1","G1"
"15414","S","G1"
"15415","S","G1"
"15416","G1","G1"
"15417","G2M","M"
"15418","S","G1"
"15419","G2M","G2M"
"15420","G2M","M"
"15421","G1","G1"
"15422","G1","G1"
"15423","G1","G1"
"15424","G1","G1"
"15425","G1","G1"
"15426","S","G1"
"15427","G1","G1"
"15428","S","G1"
"15429","G2M","G2M"
"15430","G1","G1"
"15431","S","G1"
"15432","S","G1S"
"15433","G1","G1"
"15434","G1","G1"
"15435","G1","G1"
"15436","G1","G1"
"15437","G1","G1"
"15438","G2M","G2M"
"15439","G1","G1"
"15440","G2M","M"
"15441","S","G1S"
"15442","G1","G1"
"15443","S","G1"
"15444","S","G1S"
"15445","G2M","M"
"15446","G2M","G1S"
"15447","G1","G1"
"15448","G1","G1"
"15449","G1","G1"
"15450","G1","G1"
"15451","G1","G1"
"15452","G2M","M"
"15453","G1","G1"
"15454","G2M","M"
"15455","G1","G1"
"15456","S","G1S"
"15457","G1","G1"
"15458","G1","G1"
"15459","G1","G1"
"15460","G1","G1"
"15461","G2M","G2M"
"15462","G2M","M"
"15463","S","S"
"15464","S","G1S"
"15465","G2M","M"
"15466","S","S"
"15467","G1","G1"
"15468","S","G1"
"15469","G1","G1"
"15470","S","G1S"
"15471","G1","G1"
"15472","S","G1S"
"15473","S","G1S"
"15474","G2M","M"
"15475","G1","G1"
"15476","G1","G1"
"15477","G2M","G1"
"15478","G1","G1"
"15479","G2M","G2M"
"15480","G2M","M"
"15481","G1","G1S"
"15482","G1","G1"
"15483","G2M","G2M"
"15484","G2M","M"
"15485","S","G1S"
"15486","G2M","G2M"
"15487","G1","G1"
"15488","G2M","G2"
"15489","G1","G1"
"15490","G2M","M"
"15491","G1","G1"
"15492","G1","G1"
"15493","G2M","G2M"
"15494","G2M","M"
"15495","S","S"
"15496","G2M","G1"
"15497","S","G1S"
"15498","G1","G1"
"15499","G1","G1"
"15500","G1","G1"
"15501","G1","G1"
"15502","G2M","M"
"15503","G1","G1"
"15504","G1","M"
"15505","G2M","M"
"15506","G2M","M"
"15507","S","G1"
"15508","G2M","M"
"15509","G2M","G2M"
"15510","G1","G1"
"15511","S","G1"
"15512","G1","G1"
"15513","S","G1"
"15514","S","G1S"
"15515","S","G1S"
"15516","G2M","M"
"15517","S","G1S"
"15518","S","G2M"
"15519","G1","G1"
"15520","G1","G1"
"15521","S","G1"
"15522","G1","G1"
"15523","G2M","M"
"15524","G1","G1"
"15525","G2M","M"
"15526","G1","G1"
"15527","G1","G1"
"15528","S","G1S"
"15529","G1","G1"
"15530","G1","G1"
"15531","G2M","M"
"15532","G1","G1"
"15533","G2M","M"
"15534","G1","G1"
"15535","G1","G1"
"15536","S","G1"
"15537","S","G1S"
"15538","S","G1"
"15539","S","G1"
"15540","S","G1S"
"15541","S","G1"
"15542","S","G1"
"15543","S","G1"
"15544","G1","G1"
"15545","S","G1S"
"15546","S","G1"
"15547","S","G1"
"15548","S","G1S"
"15549","G1","G1"
"15550","G1","G1"
"15551","G1","G1"
"15552","S","G1S"
"15553","G1","G1"
"15554","G1","G1"
"15555","S","G1"
"15556","S","G1"
"15557","G1","G1"
"15558","G2M","M"
"15559","G1","G1"
"15560","G1","G1"
"15561","G1","G1"
"15562","G1","G1"
"15563","G1","G1"
"15564","G2M","M"
"15565","G2M","M"
"15566","G2M","M"
"15567","S","G1S"
"15568","G2M","G2"
"15569","G1","G1"
"15570","S","G1"
"15571","G2M","M"
"15572","G1","G1"
"15573","G2M","M"
"15574","G2M","G1"
"15575","S","G1S"
"15576","G1","G1"
"15577","G1","G1"
"15578","S","G1"
"15579","G1","G1"
"15580","G1","G1"
"15581","S","G1S"
"15582","S","G1S"
"15583","S","G1S"
"15584","G2M","G2M"
"15585","G1","G1"
"15586","G1","G1"
"15587","G1","G1"
"15588","G1","G1"
"15589","G1","G1"
"15590","G1","G1"
"15591","G2M","M"
"15592","G1","G1"
"15593","G1","G1"
"15594","G1","G1"
"15595","S","G1"
"15596","S","G1"
"15597","S","G1"
"15598","G1","G1"
"15599","G1","G1"
"15600","S","G1"
"15601","S","G1"
"15602","G1","G1"
"15603","G1","G1"
"15604","G1","G1"
"15605","G2M","M"
"15606","G2M","G1"
"15607","G1","G1"
"15608","G1","G1"
"15609","G1","G1"
"15610","S","G1"
"15611","G1","G1"
"15612","G1","G1"
"15613","G2M","M"
"15614","G1","G1"
"15615","G2M","S"
"15616","G1","G1"
"15617","G1","G1"
"15618","S","G1S"
"15619","G1","G1"
"15620","G1","G1"
"15621","G1","G1"
"15622","G1","G1"
"15623","G1","G1"
"15624","S","G1S"
"15625","S","G1"
"15626","S","G1"
"15627","G1","G1"
"15628","S","G1"
"15629","G1","G1"
"15630","G1","G1"
"15631","G1","G1"
"15632","G2M","M"
"15633","G1","G1"
"15634","G2M","G2M"
"15635","S","G1S"
"15636","G1","M"
