"","x"
"3130","G1/G0"
"3131","S"
"3132","G1/G0"
"3133","G2/M"
"3134","G1/G0"
"3135","G1/G0"
"3136","G1/G0"
"3137","S"
"3138","S"
"3139","S"
"3140","G1/G0"
"3141","G1/G0"
"3142","G2/M"
"3143","G2/M"
"3144","G2/M"
"3145","G1/G0"
"3146","G2/M"
"3147","G1/G0"
"3148","G1/G0"
"3149","G1/G0"
"3150","G1/G0"
"3151","G1/G0"
"3152","G1/G0"
"3153","M"
"3154","G2/M"
"3155","M"
"3156","G2/M"
"3157","G1/G0"
"3158","G1/G0"
"3159","S"
"3160","M"
"3161","G1/G0"
"3162","S"
"3163","M"
"3164","G1/G0"
"3165","S"
"3166","G2/M"
"3167","G2/M"
"3168","G1/G0"
"3169","S"
"3170","G1/G0"
"3171","S"
"3172","G2/M"
"3173","M"
"3174","G2/M"
"3175","G1/G0"
"3176","G1/G0"
"3177","G1/G0"
"3178","G1/G0"
"3179","S"
"3180","G2/M"
"3181","G2/M"
"3182","G1/G0"
"3183","S"
"3184","G2/M"
"3185","G2/M"
"3186","G1/G0"
"3187","G1/G0"
"3188","G1/G0"
"3189","S"
"3190","S"
"3191","G2/M"
"3192","G2/M"
"3193","S"
"3194","M"
"3195","G1/G0"
"3196","G1/G0"
"3197","G2/M"
"3198","G1/G0"
"3199","G2/M"
"3200","S"
"3201","G2/M"
"3202","G1/G0"
"3203","G2/M"
"3204","G1/G0"
"3205","S"
"3206","M"
"3207","S"
"3208","M"
"3209","S"
"3210","S"
"3211","G2/M"
"3212","S"
"3213","S"
"3214","G1/G0"
"3215","S"
"3216","S"
"3217","G1/G0"
"3218","S"
"3219","G2/M"
"3220","G1/G0"
"3221","G1/G0"
"3222","S"
"3223","G2/M"
"3224","G1/G0"
"3225","M"
"3226","G1/G0"
"3227","G1/G0"
"3228","G1/G0"
"3229","G2/M"
"3230","S"
"3231","G1/G0"
"3232","G1/G0"
"3233","G1/G0"
"3234","G2/M"
"3235","G1/G0"
"3236","G1/G0"
"3237","G1/G0"
"3238","G1/G0"
"3239","M"
"3240","S"
"3241","S"
"3242","G2/M"
"3243","M"
"3244","S"
"3245","S"
"3246","G1/G0"
"3247","S"
"3248","S"
"3249","S"
"3250","M"
"3251","G1/G0"
"3252","G2/M"
"3253","G1/G0"
"3254","G1/G0"
"3255","G1/G0"
"3256","S"
"3257","S"
"3258","G2/M"
"3259","S"
"3260","G1/G0"
"3261","G2/M"
"3262","G1/G0"
"3263","G1/G0"
"3264","G1/G0"
"3265","G1/G0"
"3266","M"
"3267","G2/M"
"3268","G1/G0"
"3269","M"
"3270","G2/M"
"3271","S"
"3272","G1/G0"
"3273","G2/M"
"3274","S"
"3275","S"
"3276","S"
"3277","G1/G0"
"3278","G2/M"
"3279","G2/M"
"3280","G2/M"
"3281","G1/G0"
"3282","G1/G0"
"3283","S"
"3284","M"
"3285","G1/G0"
"3286","S"
"3287","G1/G0"
"3288","M"
"3289","G2/M"
"3290","S"
"3291","G1/G0"
"3292","G1/G0"
"3293","S"
"3294","G2/M"
"3295","G2/M"
"3296","S"
"3297","S"
"3298","G2/M"
"3299","G1/G0"
"3300","G1/G0"
"3301","G1/G0"
"3302","G1/G0"
"3303","G2/M"
"3304","G1/G0"
"3305","G1/G0"
"3306","S"
"3307","G1/G0"
"3308","G1/G0"
"3309","S"
"3310","M"
"3311","S"
"3312","S"
"3313","G1/G0"
"3314","G1/G0"
"3315","G1/G0"
"3316","G1/G0"
"3317","G1/G0"
"3318","S"
"3319","S"
"3320","G2/M"
"3321","G1/G0"
"3322","S"
"3323","S"
"3324","G2/M"
"3325","S"
"3326","G1/G0"
"3327","G2/M"
"3328","G1/G0"
"3329","S"
"3330","G2/M"
"3331","S"
"3332","G1/G0"
"3333","G2/M"
"3334","G2/M"
"3335","G1/G0"
"3336","G2/M"
"3337","G2/M"
"3338","G2/M"
"3339","G1/G0"
"3340","G2/M"
"3341","G1/G0"
"3342","G1/G0"
"3343","G1/G0"
"3344","G2/M"
"3345","G2/M"
"3346","S"
"3347","G1/G0"
"3348","S"
"3349","S"
"3350","G2/M"
"3351","G1/G0"
"3352","G1/G0"
"3353","G2/M"
"3354","G2/M"
"3355","S"
"3356","G2/M"
"3357","G2/M"
"3358","G2/M"
"3359","S"
"3360","G2/M"
"3361","G2/M"
"3362","M"
"3363","G1/G0"
"3364","G1/G0"
"3365","G1/G0"
"3366","G2/M"
"3367","G1/G0"
"3368","S"
"3369","G1/G0"
"3370","S"
"3371","G1/G0"
"3372","M"
"3373","G1/G0"
"3374","S"
"3375","G1/G0"
"3376","S"
"3377","G2/M"
"3378","G1/G0"
"3379","M"
"3380","G1/G0"
"3381","S"
"3382","G1/G0"
"3383","G1/G0"
"3384","G1/G0"
"3385","S"
"3386","G1/G0"
"3387","G2/M"
"3388","G2/M"
"3389","G1/G0"
"3390","G1/G0"
"3391","S"
"3392","G2/M"
"3393","G1/G0"
"3394","G1/G0"
"3395","S"
"3396","G1/G0"
"3397","G2/M"
"3398","S"
"3399","S"
"3400","M"
"3401","S"
"3402","G1/G0"
"3403","G2/M"
"3404","G1/G0"
"3405","S"
"3406","M"
"3407","G2/M"
"3408","S"
"3409","S"
