"","ccAF","recat"
"15215","G1","G1"
"15216","Neural G0","G1"
"15217","G1","G1"
"15218","G1","G1"
"15219","G2/M","G2M"
"15220","M/Early G1","G1"
"15221","G1","G1"
"15222","S","G1S"
"15223","M/Early G1","G1"
"15224","M/Early G1","G1"
"15225","G1","M"
"15226","G1","G1"
"15227","Neural G0","G1"
"15228","S/G2","G1"
"15229","G2/M","M"
"15230","M/Early G1","G1"
"15231","G1","G1"
"15232","G1","G1"
"15233","Neural G0","G1"
"15234","Neural G0","G1"
"15235","Neural G0","G1"
"15236","M/Early G1","G1"
"15237","S","G1"
"15238","G1","G1"
"15239","G1","G1"
"15240","G1","G1"
"15241","G1","G1"
"15242","Neural G0","G1"
"15243","G1","G1"
"15244","Neural G0","G1"
"15245","Neural G0","G1"
"15246","M/Early G1","G1"
"15247","G2/M","M"
"15248","G2/M","G2"
"15249","G1","G1"
"15250","G1","G1"
"15251","G1","G1"
"15252","S/G2","G2"
"15253","G1","G1"
"15254","Neural G0","G1"
"15255","G1","G1"
"15256","G1","G1"
"15257","G2/M","M"
"15258","M/Early G1","G1"
"15259","Late G1","G1"
"15260","G1","G1"
"15261","G1","G1"
"15262","S","G1"
"15263","G2/M","M"
"15264","Neural G0","G1"
"15265","S/G2","G2M"
"15266","G1","G1"
"15267","S/G2","G1"
"15268","Neural G0","G1"
"15269","S","G1"
"15270","S","G1"
"15271","G2/M","M"
"15272","G1","G1"
"15273","G1","G1"
"15274","S","G1"
"15275","S","G1"
"15276","Neural G0","G1"
"15277","Neural G0","G1"
"15278","G1","G1"
"15279","S","G1"
"15280","G1","G1"
"15281","Neural G0","G1"
"15282","G2/M","M"
"15283","Neural G0","G1"
"15284","Neural G0","G1"
"15285","M/Early G1","G1"
"15286","S","G1"
"15287","G1","G1"
"15288","G1","G1"
"15289","S/G2","G1"
"15290","G1","G1"
"15291","G1","G1"
"15292","Neural G0","G1"
"15293","S","G1"
"15294","S/G2","G2"
"15295","Late G1","G1"
"15296","S","G1"
"15297","G1","G1"
"15298","S/G2","G1"
"15299","S","S"
"15300","S/G2","G2"
"15301","S/G2","G1"
"15302","Neural G0","G1"
"15303","S","G1"
"15304","G1","G1"
"15305","G1","G1"
"15306","G1","G1"
"15307","G1","M"
"15308","S/G2","G1"
"15309","S/G2","G2"
"15310","G1","G1"
"15311","Neural G0","G1"
"15312","G1","G1"
"15313","M/Early G1","G1"
"15314","G1","G1"
"15315","G1","M"
"15316","S/G2","M"
"15317","G1","G1"
"15318","Late G1","G1"
"15319","Late G1","G1"
"15320","Neural G0","G1"
"15321","S/G2","G2M"
"15322","Late G1","G1"
"15323","G1","G1"
"15324","M/Early G1","G1"
"15325","Neural G0","G1"
"15326","M/Early G1","M"
"15327","S","G1"
"15328","G1","G1"
"15329","G1","G1"
"15330","S","G1"
"15331","G1","G1"
"15332","G1","G1"
"15333","Late G1","G1"
"15334","S","G1S"
"15335","S","G1"
"15336","S/G2","G1S"
"15337","G1","G1"
"15338","G1","G1"
"15339","Neural G0","G1"
"15340","S/G2","G1"
"15341","G1","G1"
"15342","G1","G1"
"15343","M/Early G1","G1"
"15344","S/G2","G1"
"15345","G1","G1"
"15346","G1","G1"
"15347","G1","M"
"15348","S/G2","S"
"15349","S","G1"
"15350","G1","G1"
"15351","G1","G1"
"15352","G1","G1"
"15353","G1","G1"
"15354","G1","G1"
"15355","S/G2","M"
"15356","G1","G1"
"15357","G1","G1"
"15358","G1","G1"
"15359","G2/M","G2M"
"15360","Late G1","G1"
"15361","Late G1","G1"
"15362","G1","G1"
"15363","S/G2","G1"
"15364","G1","G1"
"15365","S/G2","S"
"15366","Neural G0","G1"
"15367","Late G1","G1"
"15368","G1","G1"
"15369","Late G1","G1"
"15370","S/G2","G1"
"15371","S/G2","G2M"
"15372","Neural G0","G1"
"15373","G2/M","G2M"
"15374","G2/M","M"
"15375","G1","G1"
"15376","S","G1"
"15377","G1","G1"
"15378","Late G1","G1"
"15379","S","M"
"15380","G1","G1"
"15381","Late G1","M"
"15382","Neural G0","G1"
"15383","G1","G1"
"15384","Neural G0","G1"
"15385","G1","G1"
"15386","Late G1","G1"
"15387","Late G1","S"
"15388","G1","G1"
"15389","G1","G1"
"15390","S","G1"
"15391","G2/M","M"
"15392","G2/M","M"
"15393","Neural G0","G1"
"15394","S","G1S"
"15395","S/G2","G1S"
"15396","G1","G1"
"15397","G2/M","M"
"15398","S","G1"
"15399","S/G2","M"
"15400","G2/M","M"
"15401","Late G1","G1"
"15402","S","G1"
"15403","Neural G0","G1"
"15404","M/Early G1","G1"
"15405","G1","G1"
"15406","S/G2","G1"
"15407","G1","G1"
"15408","S","G1"
"15409","G2/M","M"
"15410","G2/M","M"
"15411","G1","G1"
"15412","Neural G0","G1"
"15413","Neural G0","G1"
"15414","G1","G1"
"15415","S/G2","S"
"15416","S/G2","G2M"
"15417","Neural G0","G1"
"15418","Late G1","M"
"15419","S/G2","M"
"15420","G1","G1"
"15421","G2/M","M"
"15422","G1","S"
"15423","S/G2","G2"
"15424","S","S"
"15425","G1","G1"
"15426","G2/M","M"
"15427","Neural G0","G1"
"15428","Neural G0","G1"
"15429","S","G1S"
"15430","Neural G0","G1"
"15431","G1","G1"
"15432","Neural G0","G1"
"15433","G1","G1"
"15434","G1","G1"
"15435","G1","G1"
"15436","G1","G1"
"15437","G1","G1"
"15438","S","G1"
"15439","G1","G1"
"15440","S/G2","M"
"15441","S","G1S"
"15442","S/G2","G2M"
"15443","G1","G1"
"15444","Neural G0","G1"
"15445","S","G1S"
"15446","S","G1"
"15447","G1","G1"
"15448","G1","G1"
"15449","G1","G1"
"15450","G1","G1"
"15451","S/G2","G1"
"15452","M/Early G1","G1"
"15453","G1","G1"
"15454","G2/M","M"
"15455","S/G2","G1"
"15456","Neural G0","G1"
"15457","S/G2","G2M"
"15458","Late G1","M"
"15459","G1","G1"
"15460","S/G2","G2M"
"15461","G1","G1"
"15462","G1","G1"
"15463","S","S"
"15464","G1","G1"
"15465","G1","G1"
"15466","Neural G0","G1"
"15467","G1","G1"
"15468","S/G2","G1"
"15469","Late G1","G1"
"15470","G1","G1"
"15471","M/Early G1","G1"
"15472","Late G1","G1S"
"15473","Neural G0","G1"
"15474","S/G2","G1"
"15475","S/G2","G1S"
"15476","G1","G1"
"15477","G1","G1"
"15478","G2/M","M"
"15479","G2/M","M"
"15480","M/Early G1","G1"
"15481","G1","G1"
"15482","M/Early G1","G1"
"15483","G1","G1"
"15484","M/Early G1","G1"
"15485","G2/M","M"
"15486","Neural G0","G1"
"15487","Neural G0","G1"
"15488","G1","G1"
"15489","M/Early G1","G1"
"15490","G1","G1"
"15491","M/Early G1","G1"
"15492","S/G2","G1"
"15493","G2/M","G1"
"15494","S/G2","M"
"15495","M/Early G1","G1"
"15496","Neural G0","G1"
"15497","G2/M","M"
"15498","G1","G1"
"15499","G1","M"
"15500","Late G1","G1"
"15501","Late G1","G1"
"15502","G1","G1"
"15503","S/G2","G1"
"15504","G2/M","M"
"15505","G2/M","M"
"15506","G1","G1"
"15507","S/G2","G1S"
"15508","M/Early G1","G1"
"15509","G1","G1"
"15510","Neural G0","G1"
"15511","M/Early G1","G1"
"15512","G1","G1"
"15513","G2/M","M"
"15514","M/Early G1","G1"
"15515","M/Early G1","G1"
"15516","G1","G1"
"15517","Neural G0","G1"
"15518","S","G1"
"15519","G1","G1"
"15520","S","G1"
"15521","Neural G0","G1"
"15522","G1","G1"
"15523","G2/M","M"
"15524","Neural G0","G1"
"15525","G1","G1"
"15526","G2/M","G2M"
"15527","Late G1","G1"
"15528","Neural G0","G1"
"15529","Late G1","G1"
"15530","Neural G0","G1"
"15531","Neural G0","G1"
"15532","G2/M","G1"
"15533","M/Early G1","G1"
"15534","Late G1","G1S"
"15535","G2/M","M"
"15536","S/G2","G1S"
"15537","G2/M","M"
"15538","Late G1","S"
"15539","G1","G1"
"15540","S/G2","G1"
"15541","G1","G1"
"15542","G2/M","M"
"15543","G1","G1"
"15544","G2/M","M"
"15545","S/G2","G2M"
"15546","G2/M","M"
"15547","S","G1"
"15548","G2/M","M"
"15549","Late G1","G1"
"15550","Neural G0","G1"
"15551","G1","G1"
"15552","M/Early G1","G1"
"15553","G1","G1"
"15554","G1","G1"
"15555","Neural G0","G1"
"15556","G1","G1"
"15557","S","S"
"15558","G2/M","M"
"15559","S/G2","G1"
"15560","G1","G1"
"15561","Neural G0","G1"
"15562","M/Early G1","G1"
"15563","G1","G1"
"15564","M/Early G1","G1"
"15565","Neural G0","G1"
"15566","Neural G0","G1"
"15567","Neural G0","G1"
"15568","G1","G1"
"15569","G1","G1"
"15570","G1","G1"
"15571","Neural G0","G1"
"15572","G1","G1"
"15573","M/Early G1","G1"
"15574","M/Early G1","G1"
"15575","S","G1S"
"15576","M/Early G1","G1"
"15577","Neural G0","G1"
"15578","S","G1"
"15579","G1","G1"
"15580","G1","G1"
"15581","S/G2","G2M"
"15582","G1","G1"
"15583","G1","G1"
"15584","M/Early G1","G1"
"15585","G1","G1"
"15586","Late G1","G1"
"15587","G1","G1"
"15588","G1","G1"
"15589","Neural G0","G1"
"15590","G1","G1"
"15591","M/Early G1","G1"
"15592","S/G2","G2M"
"15593","S/G2","G2M"
"15594","G1","G1"
"15595","G1","G1"
"15596","G1","M"
"15597","Neural G0","G1"
"15598","Neural G0","G1"
"15599","Late G1","G1"
"15600","G1","G1"
"15601","G1","G1"
"15602","S/G2","G2M"
"15603","G1","G1"
"15604","Neural G0","G1"
"15605","G1","G1"
"15606","G1","G1"
"15607","G1","G1"
"15608","Late G1","G1"
"15609","G1","G1"
"15610","G1","G1"
"15611","Neural G0","G1"
"15612","G1","G1"
"15613","G1","G1"
"15614","Late G1","G1"
"15615","G2/M","M"
"15616","S/G2","G2"
"15617","G1","G1"
"15618","Neural G0","G1"
"15619","Late G1","G1"
"15620","M/Early G1","G1"
"15621","G1","G1"
"15622","G1","G1"
"15623","G1","S"
"15624","S","G1"
"15625","G1","G1"
"15626","S","G1"
"15627","G1","G1"
"15628","M/Early G1","G1"
"15629","G1","G1"
"15630","G1","G1"
"15631","G1","G1"
"15632","Late G1","G1"
"15633","G1","G1"
"15634","S/G2","G1"
"15635","G1","G1"
"15636","G1","G1"
"15637","S","G1"
"15638","S","G1"
"15639","G1","G1"
"15640","G1","G1"
"15641","G2/M","M"
"15642","Late G1","G1"
"15643","Late G1","G1"
"15644","G1","G1"
"15645","G1","G1"
"15646","Late G1","G1"
"15647","Late G1","G1"
"15648","Late G1","G1"
"15649","G2/M","M"
"15650","S/G2","G1S"
"15651","G1","G1"
"15652","Neural G0","G1"
"15653","S","G1"
"15654","M/Early G1","G1"
"15655","G1","M"
"15656","M/Early G1","G1"
"15657","Neural G0","G1"
"15658","G1","G1"
"15659","Late G1","G1"
"15660","G1","G1"
"15661","Neural G0","G1"
"15662","G2/M","G2M"
"15663","S/G2","G1"
"15664","Neural G0","G1"
"15665","Neural G0","G1"
"15666","S/G2","G2M"
"15667","G2/M","M"
"15668","G2/M","M"
"15669","Neural G0","G1"
"15670","S","S"
"15671","S","G1"
"15672","G2/M","M"
"15673","G1","G1"
"15674","G1","M"
"15675","S/G2","M"
"15676","G1","G1"
"15677","G1","G1"
"15678","Late G1","S"
"15679","S/G2","G1"
"15680","G2/M","M"
"15681","G1","G1"
"15682","G1","G1"
"15683","Late G1","G1"
"15684","G1","G1"
"15685","G1","G1"
"15686","Late G1","G1"
"15687","G2/M","M"
"15688","G1","G1"
"15689","G1","G1"
"15690","S","G1"
"15691","S/G2","G1"
"15692","S","G1"
"15693","Late G1","G1"
"15694","G2/M","G1"
"15695","M/Early G1","G1"
"15696","G1","G1"
"15697","Neural G0","G1"
"15698","G1","G1"
"15699","S/G2","G1"
"15700","Neural G0","G1"
"15701","G1","G1"
"15702","G1","G1"
"15703","G1","G1"
"15704","M/Early G1","G1"
"15705","M/Early G1","G1"
"15706","G1","G1"
"15707","G1","G1"
"15708","Neural G0","G1"
"15709","G2/M","M"
"15710","G1","G1"
"15711","G1","G1"
"15712","G1","G1"
"15713","Neural G0","G1"
"15714","G1","G1"
"15715","G1","G1"
"15716","S/G2","G1S"
"15717","Neural G0","G1"
"15718","S/G2","G1"
"15719","S/G2","G1S"
"15720","Neural G0","G1"
"15721","G2/M","M"
"15722","G1","G1"
"15723","G1","G1"
"15724","G1","G1"
"15725","S/G2","G1"
"15726","G2/M","M"
"15727","G1","G1"
"15728","Neural G0","G1"
"15729","Neural G0","G1"
"15730","M/Early G1","G1"
"15731","M/Early G1","G1"
"15732","G1","G1"
"15733","M/Early G1","G1"
"15734","Neural G0","G1"
"15735","Neural G0","G1"
"15736","G1","G1"
"15737","Late G1","G1"
"15738","Late G1","G1"
"15739","M/Early G1","G1"
"15740","G1","G1"
"15741","Neural G0","G1"
"15742","G1","G1"
"15743","S","G1"
"15744","S/G2","G1"
"15745","G2/M","M"
"15746","Neural G0","G1"
"15747","Neural G0","G1"
"15748","G1","G1"
"15749","S/G2","G2"
"15750","G1","G1"
"15751","M/Early G1","G1"
"15752","Neural G0","G1"
"15753","G2/M","M"
"15754","G1","G1"
"15755","G1","G2M"
"15756","M/Early G1","G1"
"15757","S/G2","G1"
"15758","G1","G1"
"15759","G1","G1"
"15760","G2/M","M"
"15761","G1","G2M"
"15762","S","G1"
"15763","G1","G1"
"15764","S/G2","G1"
"15765","G2/M","M"
"15766","G1","G1"
"15767","G1","G1"
"15768","G1","G1"
"15769","Neural G0","G1"
"15770","G2/M","M"
"15771","G1","G1"
"15772","G1","G1"
"15773","Neural G0","G1"
"15774","G1","G1"
"15775","G1","M"
"15776","S/G2","G1"
"15777","M/Early G1","G1"
"15778","Neural G0","G1"
"15779","Neural G0","G1"
"15780","G1","G1"
"15781","G1","G1"
"15782","Late G1","G1"
"15783","Neural G0","G1"
"15784","G1","G1"
"15785","G1","G1"
"15786","G2/M","G2M"
"15787","G2/M","M"
"15788","G1","G1"
"15789","G1","G1"
"15790","G1","G1"
"15791","S","G1"
"15792","Neural G0","G1"
"15793","S/G2","G1S"
"15794","Neural G0","G1"
"15795","Neural G0","G1"
"15796","G1","G1"
"15797","S/G2","G2"
"15798","G1","G1"
"15799","M/Early G1","G1"
"15800","G1","G1"
"15801","G2/M","M"
"15802","G1","G1"
"15803","Neural G0","G1"
"15804","S","G1"
"15805","G1","G1"
"15806","G1","M"
"15807","Neural G0","G1"
"15808","Neural G0","G1"
"15809","Late G1","G1"
"15810","G1","G1"
"15811","G1","G1"
"15812","S/G2","G1"
"15813","Neural G0","G1"
"15814","Neural G0","G1"
"15815","S/G2","G2M"
"15816","G1","G1"
"15817","G1","G1"
"15818","Late G1","G1"
"15819","G1","G1"
"15820","Late G1","G1"
"15821","G1","G1"
"15822","S/G2","G2M"
"15823","S/G2","M"
"15824","G1","G1"
"15825","G1","G1"
"15826","G1","G1"
"15827","G1","G1"
"15828","G1","G1"
"15829","G2/M","M"
"15830","Neural G0","G1"
"15831","G1","G1"
"15832","M/Early G1","G1"
"15833","S/G2","G2M"
"15834","Late G1","G1"
"15835","G1","G1"
"15836","S/G2","G1S"
"15837","Neural G0","G1"
"15838","G2/M","M"
"15839","G1","G1"
"15840","S","G1"
"15841","S/G2","G1"
"15842","G1","G1"
"15843","G1","G1"
"15844","S/G2","M"
"15845","G1","G1"
"15846","S/G2","G1"
"15847","G1","G1"
"15848","G2/M","G1"
"15849","G2/M","M"
"15850","G2/M","M"
"15851","G1","G1"
"15852","G1","G1"
"15853","G2/M","M"
"15854","G2/M","M"
"15855","G2/M","G2M"
"15856","M/Early G1","G1"
"15857","Neural G0","G1"
"15858","Late G1","G1"
"15859","G2/M","M"
"15860","G2/M","G1"
"15861","G1","G1"
"15862","G1","G1"
"15863","S","G1"
"15864","Neural G0","G1"
"15865","M/Early G1","G1"
"15866","S","G1"
"15867","G1","G2M"
"15868","S/G2","S"
"15869","G1","G1"
"15870","S/G2","G2M"
"15871","G2/M","M"
"15872","G2/M","M"
"15873","Neural G0","G1S"
"15874","Neural G0","G1"
"15875","S/G2","G2"
"15876","G1","G1"
"15877","Neural G0","G1"
"15878","M/Early G1","G1"
"15879","S/G2","G1"
"15880","Late G1","G1"
"15881","S/G2","S"
"15882","G1","G1"
"15883","S/G2","G1"
"15884","M/Early G1","G2M"
"15885","G2/M","G2M"
"15886","G1","G1"
"15887","Neural G0","G1"
"15888","M/Early G1","G1"
"15889","Late G1","S"
"15890","Neural G0","G1"
"15891","G2/M","M"
"15892","G1","G1"
"15893","G1","G1"
"15894","G1","G1"
"15895","Neural G0","G1"
"15896","G2/M","M"
"15897","Neural G0","G1"
"15898","G2/M","M"
"15899","Neural G0","G1"
"15900","G1","G1"
"15901","Neural G0","G1"
"15902","S/G2","G1"
"15903","Late G1","G1"
"15904","Neural G0","G1"
"15905","Late G1","G2M"
"15906","G2/M","M"
"15907","G2/M","M"
"15908","S/G2","G2M"
"15909","Neural G0","G1"
"15910","G1","G1"
"15911","G1","G1"
"15912","G1","G1"
"15913","Neural G0","G1"
"15914","Neural G0","G1"
"15915","M/Early G1","G1"
"15916","Neural G0","G1"
"15917","G1","G1"
"15918","S/G2","G2"
"15919","G1","G1"
"15920","S/G2","M"
"15921","M/Early G1","G1"
"15922","Neural G0","G1"
"15923","G1","G1S"
"15924","Late G1","G1"
"15925","G1","G1"
"15926","S","G1"
"15927","S/G2","M"
"15928","M/Early G1","G1"
"15929","M/Early G1","M"
"15930","S","G1"
"15931","G1","G1"
"15932","Neural G0","G1"
"15933","S/G2","G1S"
"15934","Neural G0","G1"
"15935","S","G2"
"15936","Neural G0","G1"
"15937","G1","G1"
"15938","M/Early G1","G2M"
"15939","Neural G0","G1"
"15940","S","G1"
"15941","S","G1"
"15942","Neural G0","G1"
"15943","Neural G0","G1"
"15944","G1","G1"
"15945","S/G2","G1"
"15946","Neural G0","G1"
"15947","G1","G1"
"15948","S","G1"
"15949","G1","G1"
"15950","G2/M","M"
"15951","G2/M","G2M"
"15952","Neural G0","G1"
"15953","S/G2","G1"
"15954","Late G1","G1"
"15955","G2/M","M"
"15956","Neural G0","G1"
"15957","Neural G0","G1"
"15958","Neural G0","G1"
"15959","S","G1"
"15960","G1","G1"
"15961","Late G1","G1"
"15962","S/G2","G1"
"15963","Late G1","G1"
"15964","G1","G1"
"15965","G1","G1"
"15966","Neural G0","G1"
"15967","G1","G1"
"15968","S","G1"
"15969","G1","G1"
"15970","S","G1"
"15971","Late G1","S"
"15972","Neural G0","G1"
"15973","Late G1","G1"
"15974","G1","G1"
"15975","G1","G1"
"15976","G1","G1"
"15977","G1","G1"
"15978","M/Early G1","G1"
"15979","G1","G1"
"15980","Neural G0","G1"
"15981","S/G2","G1"
"15982","S","G2"
"15983","M/Early G1","G1"
"15984","G1","G1"
"15985","G1","G1"
"15986","G1","G1"
"15987","M/Early G1","M"
"15988","Neural G0","G1"
"15989","G1","G1"
"15990","G2/M","M"
"15991","M/Early G1","G1"
"15992","S/G2","M"
"15993","Neural G0","G1"
"15994","G1","G1"
"15995","Neural G0","G1"
"15996","G1","G1"
"15997","Late G1","G1"
"15998","G1","G1"
"15999","S","G1"
"16000","S/G2","M"
"16001","S/G2","M"
"16002","M/Early G1","G1S"
"16003","G1","G1"
"16004","Neural G0","G1"
"16005","G2/M","M"
"16006","Neural G0","G1"
"16007","G1","G1"
"16008","G1","G1"
"16009","S/G2","G2"
"16010","G1","G1"
"16011","G1","G1"
"16012","G2/M","G2"
"16013","G1","G1"
"16014","G1","G1"
"16015","Late G1","G1"
"16016","S","G1"
"16017","G1","G1"
"16018","G1","G1"
"16019","G1","G1"
"16020","G1","G1"
"16021","Late G1","G1"
"16022","S","G1"
"16023","G1","G1"
"16024","Late G1","G1"
"16025","G2/M","G2M"
"16026","Late G1","G1"
"16027","G1","G1"
"16028","G2/M","M"
"16029","S","G1"
"16030","G1","G1"
"16031","Neural G0","G1"
"16032","G2/M","M"
"16033","G1","G1"
"16034","S/G2","G1"
"16035","S/G2","M"
"16036","G2/M","M"
"16037","G1","G1"
"16038","Neural G0","G1"
"16039","G1","G1"
"16040","Neural G0","G1"
"16041","G1","G1"
"16042","G1","G1"
"16043","S","S"
"16044","G1","G1"
"16045","M/Early G1","G1"
"16046","G1","G1"
"16047","Neural G0","G1"
"16048","G1","G1"
"16049","G1","G1"
"16050","Neural G0","G1"
"16051","G1","G1"
"16052","S/G2","G1"
"16053","S/G2","G2M"
"16054","G1","G1"
"16055","G1","G1"
"16056","S","G1"
"16057","G1","G1"
"16058","G1","G1"
"16059","Neural G0","G1"
"16060","M/Early G1","G1"
"16061","S/G2","M"
"16062","G1","G1"
"16063","Late G1","G1"
"16064","G1","G1"
"16065","G1","G1"
"16066","G1","G1"
"16067","G2/M","G2M"
"16068","Neural G0","G1"
"16069","S","G1"
"16070","G1","G1"
"16071","Neural G0","M"
"16072","M/Early G1","G1"
"16073","Neural G0","G1"
"16074","G1","G1"
"16075","G2/M","M"
"16076","S","G1"
"16077","G2/M","M"
"16078","S/G2","M"
"16079","S","G1"
"16080","S/G2","G2M"
"16081","M/Early G1","M"
"16082","S","S"
"16083","G1","G1"
"16084","G1","G1"
"16085","S","G1S"
"16086","M/Early G1","G1"
"16087","S/G2","M"
"16088","G1","G1"
"16089","G2/M","G2M"
"16090","S/G2","G2"
"16091","Neural G0","G1"
"16092","G1","G1"
"16093","S/G2","G1"
"16094","G1","G1"
"16095","G1","G1"
"16096","G2/M","M"
"16097","G1","G1"
"16098","G1","G1"
"16099","G2/M","M"
"16100","G2/M","M"
"16101","G2/M","M"
"16102","Late G1","G1"
"16103","G1","G1"
"16104","Neural G0","G1"
"16105","S/G2","G2"
"16106","Late G1","G1"
"16107","G1","G1"
"16108","Neural G0","G1"
"16109","S","G1"
"16110","G1","G1"
"16111","G2/M","M"
"16112","G1","G2M"
"16113","G1","G1"
"16114","G2/M","M"
"16115","G2/M","G1"
"16116","S/G2","G1"
"16117","M/Early G1","G1"
"16118","S/G2","G1"
"16119","S/G2","G1"
"16120","G1","G1"
"16121","M/Early G1","G1"
"16122","G1","G1"
"16123","G2/M","G2M"
"16124","G1","G1"
"16125","M/Early G1","G1"
"16126","G2/M","G2M"
"16127","S/G2","G2"
"16128","G2/M","M"
"16129","G1","G1"
"16130","G1","G1"
"16131","G1","G1"
"16132","G2/M","M"
"16133","S/G2","M"
"16134","M/Early G1","G1"
"16135","G2/M","M"
"16136","G2/M","M"
"16137","G1","G1"
"16138","G1","G1"
"16139","G1","M"
"16140","S","G1"
"16141","G1","G1"
"16142","Neural G0","G1"
"16143","G1","G1"
"16144","Late G1","G1"
"16145","G1","G1"
"16146","G1","G1"
"16147","G1","G1"
"16148","G1","G1"
"16149","Late G1","G1"
"16150","G1","G1"
"16151","S","G1"
"16152","G1","G1"
"16153","Neural G0","G1"
"16154","G1","G1"
"16155","G1","G1"
"16156","S/G2","M"
"16157","G1","G1"
"16158","G1","G1"
"16159","S/G2","G2M"
"16160","G1","G1"
"16161","G1","G1"
"16162","G1","G1"
"16163","Neural G0","G1"
"16164","G1","G1"
"16165","G1","G2M"
"16166","G1","G1"
"16167","Neural G0","G1"
"16168","G1","G1"
"16169","Neural G0","G1"
"16170","S","G1"
"16171","Neural G0","G1"
"16172","G1","G1"
"16173","S/G2","G2"
"16174","G2/M","M"
"16175","Late G1","G1"
"16176","Neural G0","G1"
"16177","G1","G1"
"16178","S/G2","G2"
"16179","S/G2","M"
"16180","G2/M","M"
"16181","G1","G1"
"16182","G2/M","M"
"16183","S/G2","M"
"16184","G2/M","M"
"16185","G1","G1"
"16186","M/Early G1","M"
"16187","G1","G1"
"16188","G1","G1"
"16189","S/G2","G1"
"16190","G1","G1"
"16191","G1","G1"
"16192","G1","G1"
"16193","G1","G1"
"16194","Neural G0","G1"
"16195","M/Early G1","G1"
"16196","M/Early G1","G1"
"16197","G1","G1"
"16198","S","G1"
"16199","M/Early G1","G1"
"16200","S/G2","G1"
"16201","G1","G1"
"16202","S","G1"
"16203","S/G2","G1"
"16204","G1","G1"
"16205","G1","G1"
"16206","S/G2","G2M"
"16207","G2/M","M"
"16208","Neural G0","G1"
"16209","S","G1"
"16210","M/Early G1","G1"
"16211","G1","G1"
"16212","S","G1"
"16213","G1","G1"
"16214","Neural G0","G1"
"16215","Neural G0","G1"
"16216","Neural G0","G1"
"16217","M/Early G1","M"
"16218","G1","G1"
"16219","Neural G0","G1"
"16220","G1","G1"
"16221","S/G2","M"
"16222","S","G1"
"16223","G1","G1"
"16224","G1","G1"
"16225","G1","G1"
"16226","G1","G1"
"16227","S/G2","G1"
"16228","G1","G1"
"16229","Late G1","G1"
"16230","M/Early G1","G1"
"16231","S/G2","M"
"16232","Neural G0","G1"
"16233","M/Early G1","G1"
"16234","G2/M","M"
"16235","Neural G0","G1"
"16236","G1","G1"
"16237","G1","G1"
"16238","G1","G1"
"16239","Late G1","G1"
"16240","G1","G1"
"16241","S/G2","G1"
"16242","G1","G1"
"16243","S/G2","G2"
"16244","G1","G1"
"16245","Neural G0","G1"
"16246","G2/M","M"
"16247","S/G2","G2"
"16248","S/G2","M"
"16249","G1","G1"
"16250","S/G2","G1"
"16251","G2/M","M"
"16252","G1","G1"
"16253","G1","G1"
"16254","S","S"
"16255","Neural G0","G1"
"16256","Neural G0","G1"
"16257","G1","G1"
"16258","S","G1"
"16259","G2/M","M"
"16260","G1","G1"
"16261","M/Early G1","G1"
"16262","G1","G1"
"16263","G1","G1"
"16264","M/Early G1","M"
"16265","Neural G0","G1"
"16266","S/G2","G1"
"16267","G1","G1"
"16268","G1","G1"
"16269","Neural G0","G1"
"16270","G1","G1"
"16271","Late G1","G1"
"16272","G1","G1"
"16273","G1","G1S"
"16274","G1","G1"
"16275","G1","G1"
