"","Phase","recat"
"14771","G1","G1"
"14772","G2M","M"
"14773","G1","G1"
"14774","S","G1"
"14775","G1","G1"
"14776","G2M","M"
"14777","G2M","M"
"14778","G1","G1"
"14779","G2M","M"
"14780","G1","G1"
"14781","G1","G1"
"14782","S","G1"
"14783","G1","G1"
"14784","G2M","M"
"14785","S","G1"
"14786","G2M","G2"
"14787","G1","G1"
"14788","G1","G1"
"14789","G1","G1"
"14790","G2M","S"
"14791","G1","G1"
"14792","G1","G1"
"14793","G1","G1"
"14794","G2M","M"
"14795","G1","G1"
"14796","G2M","M"
"14797","G2M","M"
"14798","G1","G1"
"14799","G1","G1"
"14800","G1","G1"
"14801","G1","G1"
"14802","G1","G1"
"14803","G1","G1"
"14804","G2M","G1"
"14805","G1","G1"
"14806","G2M","M"
"14807","G1","G1"
"14808","G1","G1"
"14809","G2M","M"
"14810","G1","G1"
"14811","G1","G1"
"14812","G1","G1"
"14813","S","G1"
"14814","S","G1"
"14815","G2M","M"
"14816","S","G1S"
"14817","S","G1"
"14818","S","G1"
"14819","G1","G1"
"14820","G1","G1"
"14821","G1","G1"
"14822","G2M","M"
"14823","S","G1"
"14824","G1","G2M"
"14825","G1","G1"
"14826","G2M","M"
"14827","S","G2"
"14828","G1","G1"
"14829","G2M","G1"
"14830","G1","G1"
"14831","G1","G1"
"14832","G1","G1"
"14833","G2M","G2M"
"14834","G1","G1"
"14835","G1","G1"
"14836","G2M","M"
"14837","G2M","G1"
"14838","S","G1"
"14839","G2M","M"
"14840","S","G1"
"14841","G1","G1"
"14842","G1","G1"
"14843","G1","G1"
"14844","G1","G1"
"14845","G2M","M"
"14846","G1","G1"
"14847","S","G1"
"14848","S","G1S"
"14849","G1","G1"
"14850","G2M","M"
"14851","S","G1"
"14852","G1","G1"
"14853","G1","G1"
"14854","G2M","M"
"14855","G1","G1"
"14856","S","G1"
"14857","G1","G1"
"14858","G1","G1"
"14859","G1","G1"
"14860","G1","G1"
"14861","S","G1"
"14862","G1","G1"
"14863","G1","G1"
"14864","S","G1"
"14865","G1","G1"
"14866","G1","G1"
"14867","S","G1"
"14868","G1","G1"
"14869","G1","G1"
"14870","G1","G1"
"14871","G1","G1"
"14872","G2M","G2"
"14873","G1","G1"
"14874","G1","G1"
"14875","S","G1"
"14876","G1","G1"
"14877","G2M","M"
"14878","G1","G1"
"14879","G1","G1"
"14880","G1","G1"
"14881","G1","G1"
"14882","G1","G1"
"14883","G1","G1"
"14884","G1","G1"
"14885","S","G1"
"14886","G1","G1"
"14887","G1","G1"
"14888","S","G1"
"14889","G1","G1"
"14890","G2M","G2M"
"14891","G1","G1"
"14892","G2M","G1"
"14893","G1","G1"
"14894","G1","G1"
"14895","S","G1"
"14896","S","G1"
"14897","S","S"
"14898","G1","G1"
"14899","S","G1"
"14900","G2M","M"
"14901","G1","G1"
"14902","S","G1S"
"14903","S","G1"
"14904","G1","G1"
"14905","G1","G1"
"14906","G1","G1"
"14907","G1","G1"
"14908","G2M","M"
"14909","G1","G1"
"14910","G1","G1"
"14911","S","G1S"
"14912","G1","G1"
"14913","S","G1"
"14914","G1","G1"
"14915","G1","G1"
"14916","S","G1"
"14917","G2M","M"
"14918","G2M","M"
"14919","G2M","M"
"14920","G2M","M"
"14921","S","G1"
"14922","G1","G1"
"14923","S","G1"
"14924","G1","G1"
"14925","G1","G1"
"14926","G1","G1"
"14927","G1","G1"
"14928","G1","G1"
"14929","G2M","M"
"14930","G1","G1"
"14931","G1","M"
"14932","G2M","M"
"14933","G1","G1"
"14934","G1","G1"
"14935","G1","G1"
"14936","G1","G1"
"14937","S","G1"
"14938","G1","G1"
"14939","G1","G1"
"14940","G1","G1"
"14941","G1","G1"
"14942","G1","G1"
"14943","S","G1"
"14944","G2M","G1"
"14945","G1","G1"
"14946","G2M","G1"
"14947","G1","G1"
"14948","G1","G1"
"14949","S","G1"
"14950","G2M","M"
"14951","G1","G1"
"14952","S","G1"
"14953","S","S"
"14954","G2M","M"
"14955","G1","G1"
"14956","G1","G1"
"14957","G2M","M"
"14958","G1","G1"
"14959","G1","G1"
"14960","G1","G1"
"14961","G1","G1"
"14962","S","G1"
"14963","G1","G1"
"14964","G1","G1"
"14965","G2M","M"
"14966","G1","G1"
"14967","G1","G1"
"14968","S","G1"
"14969","G2M","M"
"14970","G2M","M"
"14971","G2M","G1"
"14972","G1","G1"
"14973","G2M","G2M"
"14974","G1","G1"
"14975","G1","G1"
"14976","G2M","M"
"14977","S","G1"
"14978","G1","G1"
"14979","G1","G1"
"14980","G1","G1"
"14981","S","G1"
"14982","G1","G1"
"14983","S","G1"
"14984","G2M","M"
"14985","G1","G1"
"14986","S","G1"
"14987","G1","G1"
"14988","G1","G1"
"14989","S","G1"
"14990","G2M","S"
"14991","G2M","G1"
"14992","G1","G1"
"14993","G1","G1"
"14994","G1","G1"
"14995","S","G1"
"14996","G1","G1"
"14997","G2M","G2M"
"14998","G1","G1"
"14999","G1","G1"
"15000","G1","G1"
"15001","G2M","G2M"
"15002","G2M","M"
"15003","S","G1"
"15004","G1","G1"
"15005","S","G1S"
"15006","S","G1"
"15007","G1","G1"
"15008","G1","G1"
"15009","S","G1"
"15010","G1","G1"
"15011","G1","G1"
"15012","G2M","G2"
"15013","G1","G1"
"15014","S","G1"
"15015","G1","G1"
"15016","G1","G1"
"15017","G1","G1"
"15018","G1","G1"
"15019","G1","G1"
"15020","G1","G1"
"15021","G1","G1"
"15022","G1","G2M"
"15023","G1","G1"
"15024","G2M","M"
"15025","G1","G1"
"15026","G1","G1"
"15027","S","G1"
"15028","S","G1"
"15029","G1","G1"
"15030","G1","G1"
"15031","S","G1S"
"15032","G1","G1"
"15033","S","G1"
"15034","G1","G1"
"15035","G1","G1"
"15036","S","S"
"15037","G1","G1"
"15038","G1","G1"
"15039","G1","G1"
"15040","G2M","M"
"15041","G1","G1"
"15042","G1","G1"
"15043","S","G1S"
"15044","G1","G1"
"15045","G1","G1"
"15046","S","S"
"15047","S","G1S"
"15048","S","G1S"
"15049","S","G1"
"15050","S","G1"
"15051","G2M","G1"
"15052","G1","G1"
"15053","G1","G1"
"15054","G1","G1"
"15055","S","G1"
"15056","G2M","M"
"15057","S","G1"
"15058","G1","G1"
"15059","G2M","G2"
"15060","G2M","G1"
"15061","S","G1"
"15062","S","G1"
"15063","G1","G1"
"15064","S","G1S"
"15065","G1","G1"
"15066","G1","G1"
"15067","G1","G1"
"15068","G1","G1"
"15069","G2M","M"
"15070","G1","G1"
"15071","S","S"
"15072","G1","G1"
"15073","G1","G1"
"15074","S","G1"
"15075","G2M","G1"
"15076","G2M","G1"
"15077","S","G1S"
"15078","G2M","G1"
"15079","G2M","M"
"15080","G1","G2M"
"15081","S","G1S"
"15082","S","G1"
"15083","G1","G1"
"15084","G1","G1"
"15085","S","G1"
"15086","G1","G1"
"15087","G2M","M"
"15088","G1","G1"
"15089","G1","G1"
"15090","G2M","G1"
"15091","S","G1"
"15092","S","G1"
"15093","S","G1S"
"15094","G1","G1"
"15095","G1","G1"
"15096","G1","G1"
"15097","G1","G1"
"15098","G1","G1"
"15099","G1","G1"
"15100","G1","G1"
"15101","S","G1"
"15102","S","G1"
"15103","S","G1"
"15104","S","G1"
"15105","G1","G1"
"15106","G1","G1"
"15107","G1","G1"
"15108","G1","G1"
"15109","G1","G1"
"15110","G1","G1"
"15111","G2M","M"
"15112","G1","G1"
"15113","G1","G1"
"15114","S","G1"
"15115","G2M","M"
"15116","S","S"
"15117","G2M","G1"
"15118","G2M","G2M"
"15119","G1","G1"
"15120","S","G1"
"15121","G1","G1"
"15122","G2M","G1"
"15123","G1","G1"
"15124","S","G1"
"15125","G1","G1"
"15126","S","G1"
"15127","S","G1"
"15128","G1","G1"
"15129","S","G1"
"15130","G1","G1"
"15131","G1","G1"
"15132","G1","G1"
"15133","G1","G1"
"15134","S","G1"
"15135","S","G1"
"15136","G2M","G2M"
"15137","G1","G1"
"15138","G1","G1"
"15139","G1","G1"
"15140","G1","G1"
"15141","G1","G1"
"15142","G2M","M"
"15143","G2M","M"
"15144","G2M","M"
"15145","G1","G1"
"15146","G1","G1"
"15147","G1","G1"
"15148","G1","G1"
"15149","G2M","G1"
"15150","G2M","M"
"15151","G1","G1"
"15152","G1","G1"
"15153","G1","G1"
"15154","G2M","M"
"15155","G1","G1"
"15156","S","M"
"15157","G2M","M"
"15158","G1","G1"
"15159","G1","G1"
"15160","S","G1"
"15161","G2M","M"
"15162","G1","G1"
"15163","G1","G1"
"15164","G1","G1"
"15165","G2M","G1"
"15166","G1","G1"
"15167","S","G1"
"15168","G1","G1"
"15169","G1","G1"
"15170","G2M","M"
"15171","G1","G1"
"15172","G1","G1"
"15173","S","G1S"
"15174","S","G1S"
"15175","S","G1"
"15176","G2M","G1"
"15177","G2M","M"
"15178","G1","G1"
"15179","G2M","M"
"15180","G1","G1"
"15181","G2M","G1"
"15182","G1","G1"
"15183","G1","G1"
"15184","G2M","M"
"15185","G1","G1"
"15186","G1","G1"
"15187","G1","G1"
"15188","G2M","G1"
"15189","G2M","M"
"15190","S","G1"
"15191","S","G1S"
"15192","G1","G1"
"15193","G1","G1"
"15194","G1","G1"
"15195","S","G1"
"15196","G1","G1"
"15197","G1","G1"
"15198","G2M","M"
"15199","G1","G1"
"15200","S","G1"
"15201","S","G1"
"15202","S","G1"
"15203","S","G1"
"15204","G1","G1"
"15205","S","G1"
"15206","S","S"
"15207","G2M","G1"
"15208","G1","G1"
"15209","G1","G1"
"15210","S","G1"
"15211","S","G1"
"15212","G1","G1"
"15213","G1","G1"
"15214","G1","G1"
"15215","S","G1"
"15216","G1","G1"
"15217","G1","G1"
"15218","S","G1S"
"15219","S","G1"
"15220","G1","G1"
"15221","G2M","M"
"15222","G1","G1"
"15223","G2M","M"
"15224","S","G1S"
"15225","G1","G1"
"15226","S","G1"
"15227","S","S"
"15228","G1","G1"
"15229","G1","G1"
"15230","G1","G1"
"15231","G2M","M"
"15232","G1","G1"
"15233","S","G1"
"15234","G1","G1"
"15235","G1","G1"
"15236","G1","G1"
"15237","G2M","G2M"
"15238","G1","G1"
"15239","G1","G1"
"15240","G1","G1"
"15241","G1","G1"
"15242","G1","G1"
"15243","S","G1"
"15244","S","G1"
"15245","G2M","G2M"
"15246","G1","G1"
"15247","G1","G1"
"15248","G2M","M"
"15249","G1","G1"
"15250","G2M","M"
"15251","G1","G1"
"15252","G1","G1"
"15253","G1","G1"
"15254","G2M","G1"
"15255","G1","G1"
"15256","S","G1S"
"15257","G1","G1"
"15258","S","G1"
"15259","G2M","M"
"15260","G2M","M"
"15261","S","G1"
"15262","S","G1"
"15263","G1","G1"
"15264","G2M","M"
"15265","S","G1"
"15266","S","G1"
"15267","G2M","M"
"15268","S","G1"
"15269","S","G1"
"15270","G1","G1"
"15271","G1","G1"
"15272","G1","G1"
"15273","G1","G1"
"15274","G1","G1"
"15275","S","G1S"
"15276","G1","G1"
"15277","G1","G1"
"15278","G2M","M"
"15279","G1","G1"
"15280","G1","G1"
"15281","G1","G1"
"15282","G1","G1"
"15283","S","M"
"15284","S","G1"
"15285","G1","G1"
"15286","G1","G1"
"15287","S","G1"
"15288","S","G1"
"15289","G1","G1"
"15290","G1","G1"
"15291","G2M","G1"
"15292","G2M","G2M"
"15293","S","G1"
"15294","G1","G1"
"15295","G1","G2M"
"15296","S","G1"
"15297","G2M","M"
"15298","G1","G1"
"15299","G1","G1"
"15300","G2M","M"
"15301","S","G2M"
"15302","G1","G1"
"15303","G2M","G2M"
"15304","G2M","G1"
"15305","G2M","M"
"15306","G2M","M"
"15307","G1","G1"
"15308","G1","G2M"
"15309","G2M","G1"
"15310","G1","G1"
"15311","G1","G1"
"15312","G2M","S"
"15313","G1","G1"
"15314","G1","G1"
"15315","G1","G1"
"15316","G2M","M"
"15317","S","G1"
"15318","G1","G1"
"15319","G1","G1"
"15320","G1","G1"
"15321","G1","G1"
"15322","G1","G1"
"15323","G1","G1"
"15324","G1","G1"
"15325","G1","G1"
"15326","G1","G1"
"15327","S","G1"
"15328","G1","G1"
"15329","G1","G1"
"15330","G2M","M"
"15331","G2M","M"
"15332","G2M","G1"
"15333","G2M","M"
"15334","G2M","M"
"15335","G2M","G1"
"15336","S","G1"
"15337","G1","G1"
"15338","G1","G1"
"15339","S","G1"
"15340","G1","G1"
"15341","S","G1"
"15342","G1","G1"
"15343","G1","G1"
"15344","S","G1"
"15345","G1","G1"
"15346","G1","G1"
"15347","G1","G1"
"15348","S","G1"
"15349","G1","G1"
"15350","G1","G1"
"15351","G1","G1"
"15352","G2M","G1"
"15353","S","S"
"15354","S","G1"
"15355","G1","G1"
"15356","G2M","M"
"15357","G2M","G2M"
"15358","S","G1"
"15359","S","G1"
"15360","G1","G1"
"15361","G1","G1"
"15362","S","S"
"15363","G1","G1"
"15364","G2M","M"
"15365","S","G1S"
"15366","S","G1"
"15367","S","G2"
"15368","G1","G1"
"15369","G2M","M"
"15370","S","G1"
"15371","G1","G1"
"15372","G2M","G1"
"15373","S","G1"
"15374","G2M","M"
"15375","S","G1"
"15376","S","G1"
"15377","G1","G1"
"15378","S","G1"
"15379","G2M","M"
"15380","S","G1"
"15381","G2M","M"
"15382","G1","G1"
"15383","S","G1"
"15384","G1","G1"
"15385","G1","G1"
"15386","G1","G1"
"15387","S","G1S"
"15388","G1","G1"
"15389","G2M","M"
"15390","G1","G1"
"15391","G1","G1"
"15392","G2M","M"
"15393","G1","G1"
"15394","G1","G1"
"15395","G2M","M"
"15396","G1","G1"
"15397","G1","G1"
"15398","G1","G1"
"15399","S","G1"
"15400","G2M","M"
"15401","S","G1S"
"15402","G1","G1"
"15403","G1","G1"
"15404","G1","G1"
"15405","S","G1"
"15406","S","G1"
"15407","G2M","G2M"
"15408","G1","G1"
"15409","S","G1"
"15410","G1","G1"
"15411","G1","G1"
"15412","S","G1"
"15413","S","G1"
"15414","G1","G1"
"15415","G1","G1"
"15416","G2M","M"
"15417","G2M","G2"
"15418","G2M","M"
"15419","G1","G1"
"15420","S","G1S"
"15421","G2M","G1"
"15422","G2M","G2M"
"15423","G1","G1"
"15424","G2M","M"
"15425","G1","G1"
"15426","G1","G1"
"15427","G1","G1"
"15428","G2M","M"
"15429","G1","G1"
"15430","G1","G1"
"15431","G2M","M"
"15432","G1","G1"
"15433","G2M","M"
"15434","G1","G1"
"15435","G1","G1"
"15436","G2M","G1"
"15437","G1","G1"
"15438","G1","G1"
"15439","G1","G1"
"15440","G1","G1"
"15441","G1","G1"
"15442","G1","G1"
"15443","S","G1"
"15444","G1","G1"
"15445","S","G1"
"15446","G1","G1"
"15447","G1","G1"
"15448","G1","G1"
"15449","G1","G1"
"15450","G2M","M"
"15451","S","G1"
"15452","G1","G1"
"15453","G2M","G2"
"15454","G1","G1"
"15455","G2M","G2M"
"15456","G2M","G2"
"15457","G1","G1"
"15458","G1","G1"
"15459","S","G1"
"15460","G1","G1"
"15461","G1","G1"
"15462","G2M","M"
"15463","G2M","M"
"15464","G1","G1"
"15465","G1","G1"
"15466","G1","G1"
"15467","G1","G1"
"15468","G1","G1"
"15469","G1","G1"
"15470","G1","G1"
"15471","G1","G1"
"15472","G1","G1"
"15473","S","G1S"
"15474","S","G1"
"15475","G2M","M"
"15476","G1","G1"
"15477","G1","G1"
"15478","G2M","G1"
"15479","G2M","G1"
"15480","S","G1"
"15481","G1","G1"
"15482","S","G1S"
"15483","G1","G1"
"15484","G2M","M"
"15485","G2M","M"
"15486","G1","G1"
"15487","G1","G1"
"15488","S","G1"
"15489","G2M","M"
"15490","G1","G1"
"15491","G1","G1"
"15492","G1","G1"
"15493","G2M","G1"
"15494","S","G1"
"15495","G1","G1"
"15496","G2M","M"
"15497","G1","G1"
"15498","G1","G1"
"15499","G1","G1"
"15500","G1","G1"
"15501","S","G1"
"15502","G1","G1"
"15503","G1","G1"
"15504","G1","G1"
"15505","G1","G1"
"15506","G1","G1"
"15507","G1","G1"
"15508","S","G1S"
"15509","G1","G1"
"15510","G1","G1"
"15511","G1","G1"
"15512","G1","G1"
"15513","G2M","G1"
"15514","S","G1"
"15515","G2M","G2M"
"15516","S","G1"
"15517","S","S"
"15518","S","G1"
"15519","G1","G2M"
"15520","G1","G1"
"15521","G1","G1"
"15522","G1","G1"
"15523","G2M","M"
"15524","G2M","G2M"
"15525","G1","G1"
"15526","G1","G1"
"15527","G2M","G2M"
"15528","G1","G1"
"15529","G1","G1"
"15530","S","G2M"
"15531","S","G1"
"15532","S","S"
"15533","G1","G1"
"15534","G1","G1"
"15535","G1","G1"
"15536","G1","G1"
"15537","G1","G1"
"15538","G2M","G1"
"15539","G2M","M"
"15540","G2M","M"
"15541","G1","G1"
"15542","G2M","G1"
"15543","G1","G1"
"15544","G1","G1"
"15545","G1","G1"
"15546","G1","G1"
"15547","G1","G1"
"15548","G1","G1"
"15549","G1","G1"
"15550","G1","G1"
"15551","G1","G1"
"15552","G1","G1"
"15553","S","G1S"
"15554","S","G1S"
"15555","G1","G1"
"15556","G1","G1"
"15557","G2M","G1"
"15558","G1","G1"
"15559","G2M","G2M"
"15560","S","G1S"
"15561","G1","G1"
"15562","G1","G1"
"15563","G2M","G2M"
"15564","G2M","G2M"
"15565","G2M","G2M"
"15566","G1","G1"
"15567","S","G1"
"15568","G2M","S"
"15569","G1","G1"
"15570","G1","G1"
"15571","G1","G1"
"15572","S","G1"
"15573","G2M","G2M"
"15574","S","G1"
"15575","G1","G1"
"15576","G1","G1"
"15577","S","G1"
"15578","S","S"
"15579","G2M","M"
"15580","G2M","M"
"15581","G1","G1"
"15582","G2M","M"
"15583","G1","G1"
"15584","G1","G1"
"15585","G2M","M"
"15586","G1","G1"
"15587","G1","G1"
"15588","S","G1"
"15589","S","G1"
"15590","G1","G1"
"15591","G1","G1"
"15592","G1","G1"
"15593","G1","G1"
"15594","S","S"
"15595","S","G1"
"15596","G1","G1"
"15597","G1","G1"
"15598","G2M","G2M"
"15599","S","G1"
"15600","G1","G1"
"15601","G1","G1"
"15602","G1","G1"
"15603","G1","G1"
"15604","G1","G1"
"15605","G1","G1"
"15606","S","G1"
"15607","G1","G1"
"15608","G1","G1"
"15609","G1","G1"
"15610","G1","G1"
"15611","G2M","G1"
"15612","G1","G1"
"15613","G1","G1"
"15614","G1","G1"
"15615","G1","G1"
"15616","G1","G1"
"15617","G1","G1"
"15618","G1","G1"
"15619","G2M","M"
"15620","G1","G1"
"15621","G2M","G1"
"15622","S","G1"
"15623","G1","G1"
"15624","G1","G1"
"15625","S","G1"
"15626","S","G1"
"15627","G1","G1"
"15628","G1","G1"
"15629","G1","G1"
"15630","G1","G1"
"15631","G1","G1"
"15632","G1","G1"
"15633","G1","G1"
"15634","S","G1"
"15635","G1","G1"
"15636","G1","G1"
"15637","S","G1"
"15638","G1","G1"
"15639","G1","G1"
"15640","G1","G1"
"15641","G1","G1"
"15642","G1","G1"
"15643","G1","G1"
"15644","G1","G1"
"15645","G2M","G2M"
"15646","G1","G1"
"15647","G1","G1"
"15648","G1","G1"
"15649","G2M","G2M"
"15650","S","G1"
"15651","G2M","M"
"15652","G1","G1"
"15653","G1","G1"
"15654","G1","G1"
"15655","G2M","G1"
"15656","G1","G1"
"15657","G1","G1"
"15658","G1","G1"
"15659","G2M","G1"
"15660","G1","G1"
"15661","G2M","G2"
"15662","S","S"
"15663","S","G1"
"15664","G1","G1"
"15665","G1","G1"
"15666","G1","G2M"
"15667","G1","G1"
"15668","G1","G1"
"15669","G1","G1"
"15670","S","G1"
"15671","G2M","G1"
"15672","G1","G1"
"15673","G2M","M"
"15674","G1","G1"
"15675","G1","G1"
"15676","G1","G1"
"15677","G1","G1"
"15678","G1","G1"
"15679","G1","G1"
"15680","S","G1"
"15681","S","M"
"15682","G1","G1"
"15683","S","G1"
"15684","G2M","M"
"15685","G2M","M"
"15686","G2M","M"
"15687","S","G1"
"15688","G1","G1"
"15689","S","G1"
"15690","G1","G1"
"15691","G1","G1"
"15692","S","G1"
"15693","G2M","M"
"15694","G1","G1"
"15695","G2M","M"
"15696","G2M","M"
"15697","G1","G1"
"15698","S","G1"
"15699","S","G1"
"15700","G1","G1"
"15701","S","G1"
"15702","G1","G1"
"15703","G1","G1"
"15704","G2M","G2M"
"15705","G1","G1"
"15706","S","G1"
"15707","S","G1"
"15708","S","G1"
"15709","S","G1"
"15710","G1","G1"
"15711","S","M"
"15712","S","G1"
"15713","G1","G1"
"15714","G1","G1"
"15715","G1","G1"
"15716","G1","G1"
"15717","G1","G1"
"15718","S","G1"
"15719","S","G1"
"15720","S","G1"
"15721","G1","G1"
"15722","G1","G1"
"15723","G1","G1"
"15724","G1","G1"
"15725","G1","G1"
"15726","G1","G1"
"15727","G1","G1"
"15728","S","G2"
"15729","G1","G1"
"15730","G2M","G1"
"15731","G1","G1"
"15732","G1","G1"
"15733","G1","G1"
"15734","S","G1"
"15735","S","G1"
"15736","G1","M"
"15737","S","S"
"15738","G1","G1"
"15739","S","G1"
"15740","S","G1S"
"15741","G1","G1"
"15742","G1","G1"
"15743","G2M","G2M"
"15744","G1","G1"
"15745","G1","G1"
"15746","S","G2M"
"15747","G1","G1"
"15748","G1","G1"
"15749","S","G1"
"15750","G2M","G1"
"15751","S","G1"
"15752","G2M","G1"
"15753","G1","G1"
"15754","G1","G1"
"15755","G1","G1"
"15756","S","G1"
"15757","G1","G1"
"15758","S","G1"
"15759","G2M","G2M"
"15760","G1","G1"
"15761","G2M","M"
"15762","G2M","G2"
"15763","G1","G1"
"15764","G1","G1"
"15765","G1","M"
"15766","G1","G1"
"15767","G1","G1"
"15768","G1","G1"
"15769","G1","G1"
"15770","G1","G1"
"15771","G1","G1"
"15772","S","G1"
"15773","G1","G1S"
"15774","G2M","M"
"15775","G1","G1"
"15776","S","G1S"
"15777","G2M","G2M"
"15778","G1","G1"
"15779","G1","G1"
"15780","G1","G1"
"15781","S","G1"
"15782","G1","G1"
"15783","G2M","G1"
"15784","G1","G1"
"15785","S","G1S"
"15786","S","G1"
"15787","G1","G1"
"15788","S","G1"
"15789","G2M","M"
"15790","G2M","G2M"
"15791","G1","G1"
"15792","G2M","M"
"15793","G1","G1"
"15794","S","S"
"15795","G1","G1"
"15796","G1","G1"
"15797","S","G1"
"15798","S","G2"
"15799","G2M","G1"
"15800","G1","G1"
"15801","S","G1"
"15802","G1","G1"
"15803","S","G1"
"15804","G1","G1"
"15805","G1","G1"
"15806","S","G1"
"15807","G1","G1"
"15808","G1","G1"
"15809","G1","G1"
"15810","G1","G1"
"15811","G1","G1"
"15812","G1","G1"
"15813","G1","G1"
"15814","S","G1S"
"15815","G1","G1"
"15816","G1","G1"
"15817","G2M","G1"
"15818","G1","G1"
"15819","G1","G1"
"15820","S","G1"
"15821","G1","G1"
"15822","G1","G1"
"15823","S","G1"
"15824","G2M","M"
"15825","G1","G1"
"15826","S","G1S"
"15827","S","G1"
"15828","S","G1"
"15829","G1","G1"
"15830","G1","G1"
"15831","G1","G1"
"15832","G1","G1"
"15833","S","M"
"15834","G1","G1"
"15835","S","G1"
"15836","G1","G1"
"15837","S","G1"
"15838","S","G1"
"15839","G1","G1"
"15840","S","G1"
"15841","G1","G1"
"15842","G1","G1"
"15843","G1","G1"
"15844","G1","G1"
"15845","S","G1"
"15846","G1","G1"
"15847","S","S"
"15848","G2M","G2M"
"15849","G1","G1"
"15850","G1","G1"
"15851","G2M","M"
"15852","G1","G1"
"15853","G1","G1"
"15854","G2M","M"
"15855","G1","G1"
"15856","G1","G1"
"15857","G2M","M"
"15858","G1","G1"
"15859","G1","G1"
"15860","G1","G1"
"15861","G1","G1"
"15862","G1","G1"
"15863","S","G1"
"15864","G1","G1"
"15865","G1","G1"
"15866","G1","G1"
"15867","G1","G1"
"15868","S","G1"
"15869","G1","G1"
"15870","G1","G1"
"15871","S","G2M"
"15872","G1","G1"
"15873","G1","G1"
"15874","G1","G1"
"15875","G1","G1"
"15876","S","G2"
"15877","G1","G1"
"15878","G1","G1"
"15879","G1","G1"
"15880","G1","G1"
"15881","G1","G1"
"15882","G2M","G2M"
"15883","G1","G1"
"15884","G1","G1"
"15885","G1","G1"
"15886","G1","G1"
"15887","G2M","M"
"15888","G2M","G1"
"15889","G1","G1"
"15890","G2M","M"
"15891","G1","G1"
"15892","G1","G1"
"15893","G1","G1"
"15894","G1","G1"
"15895","G1","G1"
"15896","S","G1"
"15897","G2M","M"
"15898","G1","G1"
"15899","S","G1S"
"15900","G1","G1"
"15901","G1","G1"
"15902","G1","G1"
"15903","G1","G1"
"15904","G1","G1"
"15905","G2M","M"
"15906","G1","G1"
"15907","G2M","M"
"15908","G2M","M"
"15909","G1","G1"
"15910","G1","G1"
"15911","G1","G1"
"15912","G2M","M"
"15913","G2M","M"
"15914","G1","G1"
"15915","S","G1"
"15916","S","G1"
"15917","G1","G1"
"15918","G2M","G1"
"15919","S","G1"
"15920","G1","G1"
"15921","G2M","M"
"15922","S","M"
"15923","G1","G1"
"15924","G1","G1"
"15925","G1","G1"
"15926","S","G1"
"15927","G2M","M"
"15928","G1","G1"
"15929","G2M","G2M"
"15930","G1","G1"
"15931","G1","G1"
"15932","G1","G1"
"15933","S","G1"
"15934","G1","G1"
"15935","S","S"
"15936","G1","G1"
"15937","G2M","G1"
"15938","S","G1S"
"15939","G1","G1"
"15940","G1","G1"
"15941","G2M","M"
"15942","S","G1S"
"15943","G1","G1"
"15944","G1","G1"
"15945","G2M","M"
"15946","G1","G1"
"15947","G1","G1"
"15948","G1","G1"
"15949","G1","G1"
"15950","G2M","G2M"
"15951","G1","G1"
"15952","G1","G1"
"15953","G2M","G2"
"15954","G1","G1"
"15955","S","G1"
"15956","S","G1"
"15957","G1","G1"
"15958","G2M","M"
"15959","G1","G1"
"15960","S","G1"
"15961","G2M","G1"
"15962","G1","G1"
"15963","G2M","M"
"15964","S","G1"
"15965","G1","G1"
"15966","S","G1"
"15967","S","G1"
"15968","G2M","G2M"
"15969","G1","G1"
"15970","G2M","G2M"
"15971","G1","G1"
"15972","G1","G1"
"15973","G2M","G1"
"15974","G1","G1"
"15975","S","G1"
"15976","G1","G1"
"15977","S","G1"
"15978","G2M","G2M"
"15979","S","G1"
"15980","G1","G1"
"15981","G2M","G2M"
"15982","G2M","G1"
"15983","G1","G1"
"15984","G2M","M"
"15985","G2M","M"
"15986","G1","G1"
"15987","G1","G1"
"15988","G1","G1"
"15989","S","S"
"15990","G1","G1"
"15991","G1","G1"
"15992","G2M","G1"
"15993","S","G1"
"15994","G1","G1"
"15995","G2M","G1"
"15996","G2M","G2M"
"15997","S","G1"
"15998","G1","G1"
"15999","G2M","M"
"16000","G1","G1"
"16001","G2M","M"
"16002","G2M","G2M"
